"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
108904127,DR THOMAS ESPARZA EL,EDINBURG CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108904128,DR KAY TEER CRAWFORD EL,EDINBURG CISD,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108904129,ALFONSO RAMIREZ EL,EDINBURG CISD,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108904130,R C FLORES-MARK A ZAPATA EL,EDINBURG CISD,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108904131,MACARIA DELA GARZA GORENA EL,EDINBURG CISD,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
108904132,EARLY CHILDHOOD,EDINBURG CISD,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,,,,,n/a,
108809001,EXCELLENCE IN LEADERSHIP ACADEMY,EXCELLENCE IN LEADERSHIP ACADEMY,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Improvement Required,Met Standard,Met Standard,Improvement Required,Not Rated: Minimum Size rules,n/a,
031903001,HARLINGEN H S,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
031903002,HARLINGEN H S - SOUTH,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
031903003,KEYS ACAD,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,n/a,AEA: Academically Acceptable
031903004,CAMERON CO J J A E P,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
031903005,EARLY COLLEGE H S,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
031903007,DR ABRAHAM P CANO FRESHMAN ACADEMY,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,,n/a,
031903008,HARLINGEN SCHOOL OF HEALTH PROFESS,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
031903041,COAKLEY MIDDLE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
031903042,MEMORIAL MIDDLE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903043,VERNON MIDDLE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903044,GUTIERREZ MIDDLE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903045,MOISES VELA MIDDLE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903102,AUSTIN EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903103,BONHAM EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
031903104,BOWIE EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
031903105,CROCKETT EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
031903106,DISHMAN EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903107,HOUSTON EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903108,JEFFERSON EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903109,LAMAR EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903110,BEN MILAM EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903111,STUART PLACE EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
031903112,TRAVIS EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Recognized
031903114,ZAVALA EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903116,WILSON EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903117,TREASURE HILLS EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903118,SECONDARY ALTER CTR,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
031903120,LONG EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903122,DR HESIQUIO RODRIGUEZ EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903123,LEE H MEANS EL,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
031903204,EDNA TAMAYO HOUSE,HARLINGEN CISD,01,REGION 01: EDINBURG,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
108905001,HIDALGO EARLY COLLEGE H S,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905041,DIAZ J H,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905101,HIDALGO EL,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905102,JC KELLY EL,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905103,DR ALEJO SALINAS JR EL,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905104,HIDALGO PARK EL,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
108905106,HIDALGO EARLY START ACADEMY,HIDALGO ISD,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,,,,,,n/a,
108802101,HORIZON MONTESSORI,HORIZON MONTESSORI PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108802102,HORIZON MONTESSORI II,HORIZON MONTESSORI PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
108802103,HORIZON MONTESSORI III,HORIZON MONTESSORI PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Acceptable
108802104,HORIZON MONTESSORI - PEARLAND,HORIZON MONTESSORI PUBLIC SCHOOLS,01,REGION 01: EDINBURG,7,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807001,IDEA COLLEGE PREP,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108807002,IDEA QUEST COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108807003,IDEA FRONTIER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108807004,IDEA COLLEGE PREPARATORY MISSION,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108807005,IDEA COLLEGE PREPARATORY SAN BENIT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807006,IDEA COLLEGE PREPARATORY SAN JUAN,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
108807007,IDEA COLLEGE PREPARATORY ALAMO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807008,IDEA COLLEGE PREPARATORY PHARR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807009,IDEA EDINBURG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
108807010,IDEA COLLEGE PREP WESLACO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
108807011,IDEA MCALLEN COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
108807012,IDEA BROWNSVILLE COLLEGE PREPARATO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
108807013,IDEA WESLACO PIKE COLLEGE PREPARAT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
108807014,IDEA RIVERVIEW COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,,,,n/a,
108807015,IDEA NORTH MISSION COLLEGE PREPARA,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,,,,n/a,
108807016,IDEA RIO GRANDE CITY COLLEGE PREPA,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,C,Met Standard,,,,,,n/a,
108807017,IDEA TRES LAGOS COLLEGE PREPARATOR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
108807018,IDEA TOROS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,,,,,n/a,
108807019,IDEA ELSA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807020,IDEA CARVER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,
108807021,IDEA SOUTH FLORES COLLEGE PREPARAT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,,n/a,
108807022,IDEA MONTERREY PARK COLLEGE PREPAR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
108807023,IDEA WALZEM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
108807024,IDEA EASTSIDE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,,,,n/a,
108807025,IDEA JUDSON COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,,,,,n/a,
108807026,IDEA MAYS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,,,,,n/a,
108807027,IDEA NAJIM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,D,Met Standard,,,,,,n/a,
108807028,IDEA BRACKENRIDGE COLLEGE PREPARAT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
108807029,IDEA EWING HALSELL COLLEGE PREPARA,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
108807030,IDEA INGRAM HILLS COLLEGE PREPARAT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807035,IDEA MONTOPOLIS COLLEGE PREPARATOR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,5,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,,n/a,
108807036,IDEA RUNDBERG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,,,,n/a,
108807037,IDEA BLUFF SPRINGS COLLEGE PREPARA,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,5,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,,,,,n/a,
108807038,IDEA PFLUGERVILLE COLLEGE PREPARAT,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,10,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807039,IDEA KYLE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,5,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807040,IDEA RIO VISTA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,1,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807083,IDEA OWASSA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,,,,,,,n/a,
108807084,IDEA EDGEMERE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,1,0,Not Rated: Declared State of Disaster,A,,,,,,,n/a,
108807085,IDEA MESA HILLS COLLEGE PREPARATOR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,1,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807086,IDEA RISE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,11,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807087,IDEA ACHIEVE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,11,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807088,IDEA ROBINDALE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807089,IDEA LOS ENCINOS COLLEGE PREPARATO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807090,IDEA PARMER PARK COLLEGE PREPARATO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,10,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807091,IDEA HEALTH PROFESSIONS COLLEGE PR,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,5,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807092,IDEA BURKE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,,,,,,,,n/a,
108807101,IDEA ACADEMY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807102,IDEA QUEST ACADEMY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807103,IDEA FRONTIER ACADEMY,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
108807104,IDEA ACADEMY MISSION,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,3,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Not Rated
108807105,IDEA ACADEMY SAN BENITO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Not Rated
108807106,IDEA ACADEMY SAN JUAN,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Not Rated
108807107,IDEA ACADEMY ALAMO,IDEA PUBLIC SCHOOLS,01,REGION 01: EDINBURG,2,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Not Rated: Minimum Size rules,n/a,Not Rated
