"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
123907102,DEQUEEN EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Recognized
123907103,HOUSTON EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Unacceptable
123907105,LAKEVIEW EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
123907108,TRAVIS EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Recognized
123907109,TYRRELL EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
123907111,WHEATLEY SCHOOL OF EARLY CHILDHOOD,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Not Rated
123907113,PORT ACRES EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
123907116,STAFF SERGEANT LUCIAN ADAMS EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,
123907117,WASHINGTON EL,PORT ARTHUR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,Improvement Required,n/a,Academically Acceptable
123908001,PORT NECHES-GROVES H S,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
123908002,ALTER SCH,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
123908041,GROVES MIDDLE,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
123908042,PORT NECHES MIDDLE,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
123908101,GROVES EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
123908102,PORT NECHES EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
123908103,RIDGEWOOD EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
123908104,TAFT EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
123908105,VAN BUREN EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
123908107,WOODCREST EL,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
123908111,WEST GROVES EARLY LEARNING CENTER,PORT NECHES-GROVES ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Not Rated: Harvey Provision,Met Standard,Met Standard,,,,n/a,
123913001,SABINE PASS SCHOOL,SABINE PASS ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
100904001,SILSBEE H S,SILSBEE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
100904002,HARDIN CO ALTER ED,SILSBEE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated,Not Rated,,Not Rated,Not Rated,,Not Rated,Not Rated,n/a,Not Rated
100904041,EDWARDS-JOHNSON MEMORIAL MIDDLE,SILSBEE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
100904105,LAURA REEVES PRI,SILSBEE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,,,,,n/a,
100904106,SILSBEE EL,SILSBEE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,,,,,n/a,
229905001,SPURGER H S,SPURGER ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229905101,SPURGER EL,SPURGER ISD,05,REGION 05: BEAUMONT,7,1,Not Rated: Declared State of Disaster,F,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
123803001,TEKOA ACADEMY OF ACCELERATED STUDI,TEKOA ACADEMY OF ACCELERATED STUDI,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Improvement Required,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Academically Unacceptable
123803041,TEKOA ACADEMY OF ACCELERATED STUDI,TEKOA ACADEMY OF ACCELERATED STUDI,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
123803101,TEKOA ACADEMY OF ACCELERATED STUDI,TEKOA ACADEMY OF ACCELERATED STUDI,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Improvement Required,Improvement Required,Met Standard,Improvement Required,n/a,Academically Unacceptable
123803103,TEKOA ACADEMY OF ACCELERATED STUDI,TEKOA ACADEMY OF ACCELERATED STUDI,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
181907001,VIDOR H S,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
181907002,AIM CENTER H S,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,n/a,AEA: Academically Acceptable
181907041,VIDOR J H,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
181907101,PINE FOREST EL,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
181907102,VIDOR EL,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
181907103,OAK FOREST EL,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
181907104,VIDOR MIDDLE,VIDOR ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229904001,WARREN H S,WARREN ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
229904041,WARREN J H,WARREN ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229904101,FRED EL,WARREN ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
229904103,WARREN EL,WARREN ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,B,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
100908001,WEST HARDIN H S,WEST HARDIN COUNTY CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
100908003,HARDIN CO ALTERNATIVE AEP,WEST HARDIN COUNTY CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,,,Not Rated: Minimum Size rules,,,,,n/a,
100908101,WEST HARDIN EL,WEST HARDIN COUNTY CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Not Rated: Harvey Provision,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
181906001,WEST ORANGE-STARK H S,WEST ORANGE-COVE CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Not Rated: Harvey Provision,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
181906041,WEST ORANGE-STARK MIDDLE,WEST ORANGE-COVE CISD,05,REGION 05: BEAUMONT,7,2,Not Rated: Declared State of Disaster,F,Not Rated: Harvey Provision,Improvement Required,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Unacceptable
181906102,WEST ORANGE-STARK EL,WEST ORANGE-COVE CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Improvement Required,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Academically Acceptable
181906104,M B NORTH E C LRN CTR,WEST ORANGE-COVE CISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Not Rated: Harvey Provision,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Not Rated
229903001,WOODVILLE H S,WOODVILLE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229903041,WOODVILLE MIDDLE,WOODVILLE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229903102,WOODVILLE EL,WOODVILLE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Improvement Required,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
229903103,WOODVILLE INT,WOODVILLE ISD,05,REGION 05: BEAUMONT,7,0,Not Rated: Declared State of Disaster,C,Met Standard,Improvement Required,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
093901001,ANDERSON-SHIRO JR/SR H S,ANDERSON-SHIRO CISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
093901101,ANDERSON-SHIRO EL,ANDERSON-SHIRO CISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Recognized
228905001,APPLE SPRINGS H S,APPLE SPRINGS ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
228905101,APPLE SPRINGS EL,APPLE SPRINGS ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021805041,ARROW ACADEMY - SAVE OUR STREETS C,ARROW ACADEMY,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Improvement Required,Improvement Required,Met Standard,Improvement Required,Improvement Required,n/a,
021805101,ARROW ACADEMY - LIBERATION ACADEMY,ARROW ACADEMY,06,REGION 06: HUNTSVILLE,7,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,
021805102,ARROW ACADEMY - HARVEST PREPARATOR,ARROW ACADEMY,06,REGION 06: HUNTSVILLE,4,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Improvement Required,Met Standard,Improvement Required,Improvement Required,n/a,
021805105,ARROW ACADEMY - CHAMPIONS ACADEMY,ARROW ACADEMY,06,REGION 06: HUNTSVILLE,4,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,,,n/a,
008901001,BELLVILLE H S,BELLVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
008901041,BELLVILLE J H,BELLVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
008901101,O'BRYANT PRI,BELLVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
008901102,O'BRYANT INT,BELLVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
008901105,WEST END EL,BELLVILLE ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
187901001,BIG SANDY SCHOOL,BIG SANDY ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
008903001,BRAZOS H S,BRAZOS ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
008903041,BRAZOS MIDDLE,BRAZOS ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
008903102,BRAZOS EL,BRAZOS ISD,06,REGION 06: HUNTSVILLE,7,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
008903103,PRAIRIE HARBOR ALTERNATIVE SCHOOL,BRAZOS ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,,,n/a,
021803001,BRAZOS SCHOOL FOR INQUIRY AND CREA,BRAZOS SCHOOL FOR INQUIRY & CREATI,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Improvement Required,Met Standard,Improvement Required,Met Standard,n/a,Recognized
021803102,BRAZOS SCHOOL FOR INQUIRY AND CREA,BRAZOS SCHOOL FOR INQUIRY & CREATI,06,REGION 06: HUNTSVILLE,4,2,Not Rated: Declared State of Disaster,F,Not Rated: Harvey Provision,Improvement Required,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Not Rated
198901001,BREMOND H S,BREMOND ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
198901041,BREMOND MIDDLE,BREMOND ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
198901101,BREMOND EL,BREMOND ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
239901001,BRENHAM H S,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
239901041,BRENHAM MIDDLE,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
239901042,BRENHAM J H,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
239901101,ALTON EL,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Improvement Required,Improvement Required,Improvement Required,Met Standard,n/a,Academically Acceptable
239901102,BRENHAM EL,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
239901103,KRAUSE EL,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
239901106,BRENHAM EARLY CHILDHOOD LEARNING C,BRENHAM ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
021902001,TRAVIS B BRYAN H S,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
021902002,JAMES EARL RUDDER H S,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
021902003,BRYAN COLLEGIATE H S,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021902012,DISCIPLINARY ALTERNATIVE EDUCATION,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
021902014,BRAZOS CO JUVENILE DETENTION CENTE,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,AEA: Academically Acceptable
021902015,BRAZOS COUNTY JJAEP,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,n/a,Not Rated
021902017,THE MARY CATHERINE HARRIS SCHOOL-S,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,n/a,AEA: Academically Unacceptable
021902041,STEPHEN F AUSTIN,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902045,JANE LONG,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902046,SAM RAYBURN,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902047,ARTHUR L DAVILA MIDDLE,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902101,KEMP-CARVER EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902103,BONHAM EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902105,CROCKETT EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,n/a,Academically Acceptable
021902106,FANNIN EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Unacceptable
021902107,HENDERSON EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902108,JOHNSON EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
021902110,SUL ROSS EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021902112,SAM HOUSTON EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
021902113,NAVARRO EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902114,MARY BRANCH EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,D,Improvement Required,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
021902115,ANSON JONES EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Improvement Required,n/a,Academically Unacceptable
021902117,ALTON BOWEN EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
021902118,NEAL EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
021902119,MITCHELL EL,BRYAN ISD,06,REGION 06: HUNTSVILLE,8,2,Not Rated: Declared State of Disaster,F,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
166907001,BUCKHOLTS SCHOOL,BUCKHOLTS ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Improvement Required,Improvement Required,Improvement Required,Improvement Required,Improvement Required,n/a,Academically Acceptable
145901002,BUFFALO H S,BUFFALO ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
145901041,BUFFALO J H,BUFFALO ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
145901102,BUFFALO EL,BUFFALO ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
239903001,BURTON H S,BURTON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Met Standard,n/a,Recognized
239903101,BURTON EL,BURTON ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
026901001,CALDWELL H S,CALDWELL ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
026901041,CALDWELL MIDDLE,CALDWELL ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
026901042,CALDWELL INT,CALDWELL ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
026901101,CALDWELL EL,CALDWELL ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
198902101,CALVERT SCHOOL,CALVERT ISD,06,REGION 06: HUNTSVILLE,10,0,Not Rated: Declared State of Disaster,B,Improvement Required,Improvement Required,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
