mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school,full_address,latitude,longitude,geocode
12978269,6538,Cohn Street,,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,4,0,2,FALSE,0,Other Style,225000,9,Northwest Houston,19,19,1/18/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"6538 Cohn Street, Houston, Texas, 77091",29.85854833,-95.42347088,"(29.858548326530613, -95.42347087755101)"
12994846,7811,Burgoyne Road,,Houston,77063,Harris,Briarbend,Single-Family,1960,4,3,0,3,12,0,2,FALSE,2,Traditional,879000,22,Charnwood/Briarbend,5,389,2/1/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"7811 Burgoyne Road, Houston, Texas, 77063",29.74254832,-95.50543265,"(29.742548323232324, -95.50543264646466)"
13139415,3530,Dreyfus Street,,Houston,77021,Harris,South End Sunnyside,Single-Family,1950,2,1,0,1,2,0,1,FALSE,0,Ranch,75000,4,University Area,67,139,12/1/2020,HOUSTON ISD,WHIDBY EL,YATES H S,"3530 Dreyfus Street, Houston, Texas, 77021",29.68925082,-95.37192399,"(29.68925081950071, -95.37192398938147)"
13225876,1312,Bingham  ,B,Houston,77007,Harris,Bingham Canyon Estates,Single-Family,2015,3,2,1,2.1,11,0,2,FALSE,2,Traditional,515000,9,Washington East/Sabine,9,9,1/28/2021,HOUSTON ISD,CROCKETT EL,HEIGHTS H S,"1312 Bingham  , Houston, Texas, 77007",29.77186504,-95.37030473,"(29.771865040816326, -95.37030473469389)"
13230816,111,27th Street,,Houston,77008,Harris,Sunset Heights,Single-Family,1920,2,1,0,1,2,0,1,FALSE,0,Other Style,500000,9,Heights/Greater Heights,397,2307,1/3/2020,HOUSTON ISD,HELMS EL,HEIGHTS H S,"111 27th Street, Houston, Texas, 77008",30.0662448,-95.24665129,"(30.0662448, -95.2466512897023)"
13235662,11930,Westmere Drive,,Houston,77077,Harris,Briar Lake Amd,Single-Family,1973,4,2,2,2.2,9,1,2,FALSE,3,Traditional,460000,31,Energy Corridor,59,59,12/1/2020,HOUSTON ISD,SHADOWBRIAR EL,WESTSIDE H S,"11930 Westmere Drive, Houston, Texas, 77077",29.75011233,-95.5920519,"(29.750112333333334, -95.59205189743591)"
13237620,5827,Braesheather Drive,,Houston,77096,Harris,Maplewood South Sec 04,Single-Family,1962,3,3,0,3,9,1,1,FALSE,0,Traditional,379000,20,Meyerland Area,60,60,11/17/2020,HOUSTON ISD,PARKER EL,WESTBURY H S,"5827 Braesheather Drive, Houston, Texas, 77096",29.67519927,-95.490909,"(29.675199272727273, -95.490909)"
13242230,3787,Purdue Street,,Houston,77005,Harris,Sunset Terrace Sec 11,Single-Family,2007,4,4,1,4.1,11,4,2,TRUE,2,"French, Traditional",1795000,17,West University/Southside Area,105,340,10/20/2020,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"3787 Purdue Street, Houston, Texas, 77005",29.72536338,-95.43740706,"(29.725363383870167, -95.43740705927442)"
13288847,4709,Briarbend Drive,,Houston,77035,Harris,Willow Bend Sec 03,Single-Family,1955,3,2,0,2,7,0,1,FALSE,0,Traditional,430000,20,Willow Meadows Area,78,78,11/20/2020,HOUSTON ISD,RED EL,WESTBURY H S,"4709 Briarbend Drive, Houston, Texas, 77035",29.66166294,-95.456716,"(29.661662938775507, -95.456716)"
13291460,506,Avondale Street,,Houston,77006,Harris,AVONDALE & HOPKINS TH,Single-Family,1924,3,3,0,3,8,2,3,TRUE,2,Traditional,1100000,16,Montrose,58,58,12/10/2020,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR H S,"506 Avondale Street, Houston, Texas, 77006",29.74533527,-95.38742084,"(29.745335265306124, -95.38742083673469)"
13303817,5319,Kiam  ,A,Houston,77007,Harris,Colina Homes/Kiam Street Sub,Single-Family,2013,3,3,1,3.1,4,0,3,FALSE,2,"Contemporary/Modern, Traditional",399000,9,Cottage Grove,7,7,1/30/2021,HOUSTON ISD,LOVE EL,WALTRIP H S,"5319 Kiam  , Houston, Texas, 77007",29.78123543,-95.41639235,"(29.781235428571428, -95.41639234693878)"
13355065,10807,Garrick Lane,,Houston,77013,Harris,Songwood,Single-Family,1964,4,2,1,2.1,4,0,2,FALSE,2,Traditional,185900,2,Northeast Houston,9,9,1/28/2021,HOUSTON ISD,WHITTIER EL,FURR H S,"10807 Garrick Lane, Houston, Texas, 77013",29.77998333,-95.2389267,"(29.77998332787845, -95.23892670015138)"
13398913,3312,Beauchamp Street,,Houston,77009,Harris,Woodland Heights,Single-Family,1920,2,1,0,1,2,0,2,FALSE,0,Victorian,725000,9,Heights/Greater Heights,39,39,12/29/2020,HOUSTON ISD,TRAVIS EL,HEIGHTS H S,"3312 Beauchamp Street, Houston, Texas, 77009",29.78769771,-95.37407212,"(29.787697714285713, -95.37407212244898)"
13444040,6013,Kansas  ,C,Houston,77007,Harris,Cottage Grove 4th Sec,Single-Family,2015,3,3,1,3.1,9,1,3,FALSE,2,Traditional,415000,9,Cottage Grove,2,2,2/4/2021,HOUSTON ISD,MEMORIAL EL,WALTRIP H S,"6013 Kansas  , Houston, Texas, 77007",29.78179694,-95.43147368,"(29.781796944416993, -95.43147368413786)"
13474879,4411,Breakwood Drive,,Houston,77096,Harris,Willow Meadows,Single-Family,1958,4,2,1,2.1,10,0,1,FALSE,2,"Contemporary/Modern, Traditional",639500,17,Willow Meadows Area,31,31,1/6/2021,HOUSTON ISD,RED EL,BELLAIRE H S,"4411 Breakwood Drive, Houston, Texas, 77096",29.68175209,-95.45092026,"(29.68175208724832, -95.45092026174497)"
13506482,3421,Timbergrove Heights,,Houston,77008,Harris,Timbergrove Heights,Single-Family,2021,3,3,1,3.1,7,0,3,FALSE,2,French,510000,9,Timbergrove/Lazybrook,32,180,1/5/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"3421 Timbergrove Heights, Houston, Texas, 77008",29.80031675,-95.41527069,"(29.80031675, -95.41527068770063)"
13532622,4824,La Branch  Street,C,Houston,77004,Harris,Museum District,Single-Family,2013,3,3,1,3.1,7,0,3,FALSE,0,Traditional,569000,4,University Area,30,30,1/7/2021,HOUSTON ISD,BLACKSHEAR EL,YATES H S,"4824 La Branch  Street, Houston, Texas, 77004",29.72868688,-95.3810901,"(29.72868687755102, -95.38109010204082)"
13544466,2409,Woodhead Street,,Houston,77019,Harris,Hyde Park Main,Single-Family,2014,3,3,1,3.1,8,1,3,FALSE,2,Traditional,795000,16,River Oaks Shopping Area,1,1,2/5/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR H S,"2409 Woodhead Street, Houston, Texas, 77019",29.74454059,-95.40452459,"(29.744540591836735, -95.40452459183675)"
13647674,1911,Bonner Street,,Houston,77007,Harris,Cottage Grove,Single-Family,2020,4,4,2,4.2,14,1,3,FALSE,2,Contemporary/Modern,1197000,9,Cottage Grove,375,375,1/28/2020,HOUSTON ISD,LOVE EL,HEIGHTS H S,"1911 Bonner Street, Houston, Texas, 77007",29.7777901,-95.40191155,"(29.777790102040818, -95.4019115510204)"
13840171,4639,Devon Street,,Houston,77027,Harris,Afton Oaks,Single-Family,2006,5,5,1,5.1,13,5,2,TRUE,3,Mediterranean,2099900,16,Royden Oaks/Afton Oaks,117,244,10/12/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"4639 Devon Street, Houston, Texas, 77027",29.735523,-95.454655,"(29.735523, -95.454655)"
13844431,3407,Skyline Village Drive,,Houston,77057,Harris,Skyline Park Village,Single-Family,2008,3,3,1,3.1,7,1,3,FALSE,0,Traditional,335000,22,Galleria,60,60,12/8/2020,HOUSTON ISD,PILGRIM ACADEMY,WISDOM H S,"3407 Skyline Village Drive, Houston, Texas, 77057",29.72818096,-95.48635216,"(29.72818095877673, -95.48635215562688)"
13848685,4942,Bataan Road,,Houston,77033,Harris,South Park Sec 02,Single-Family,1950,4,2,0,2,4,0,1,FALSE,0,Traditional,169990,3,Medical Center South,55,55,12/13/2020,HOUSTON ISD,KELSO EL,WORTHING H S,"4942 Bataan Road, Houston, Texas, 77033",29.68207004,-95.34669056,"(29.682070039315114, -95.34669055731943)"
13863906,1106,Oneil Street,,Houston,77019,Harris,Runnells,Single-Family,1900,2,1,0,1,2,0,1,FALSE,1,Traditional,995000,16,Midtown - Houston,216,216,7/5/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,HEIGHTS H S,"1106 Oneil Street, Houston, Texas, 77019",29.75278269,-95.37881955,"(29.752782693877553, -95.37881955102041)"
13915219,8135,Kenton,,Houston,77028,Harris,Liberty Road Manor Sec 03 U/R,Single-Family,2014,4,3,0,3,7,0,1,FALSE,0,Traditional,300000,2,Northeast Houston,145,145,9/14/2020,HOUSTON ISD,ELMORE EL,KASHMERE H S,"8135 Kenton, Houston, Texas, 77028",29.81548098,-95.27853327,"(29.815480979591836, -95.27853326530612)"
13938486,3203,La Branch Street,,Houston,77004,Harris,Colina Homes/Labranch Street,Single-Family,2017,3,3,1,3.1,7,0,3,TRUE,2,Contemporary/Modern,539000,16,Midtown - Houston,95,95,11/3/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"3203 La Branch Street, Houston, Texas, 77004",29.73888749,-95.37274957,"(29.738887489795918, -95.37274957142857)"
13943413,5001,Nina Lee Lane,,Houston,77092,Harris,Oak Forest,Single-Family,1955,4,3,0,3,7,0,1,TRUE,0,Traditional,429000,9,Oak Forest West Area,20,204,1/17/2021,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S,"5001 Nina Lee Lane, Houston, Texas, 77092",29.83151991,-95.46453691,"(29.831519909090908, -95.46453690909091)"
14066021,4103,Lou Anne,,Houston,77092,Harris,Oak Forest,Single-Family,1967,3,2,0,2,7,0,1,FALSE,2,Traditional,232500,9,Oak Forest West Area,191,191,7/29/2020,HOUSTON ISD,WAINWRIGHT EL,SCARBOROUGH H S,"4103 Lou Anne, Houston, Texas, 77092",29.82854876,-95.4749965,"(29.828548760489596, -95.47499649986956)"
14073990,401,Walton,,Houston,77009,Harris,Brooke Smith,Single-Family,1930,3,2,0,2,6,0,1,FALSE,0,Traditional,370000,9,Heights/Greater Heights,135,284,9/3/2020,HOUSTON ISD,BROWNING EL,HEIGHTS H S,"401 Walton, Houston, Texas, 77009",29.794194,-95.376374,"(29.794194, -95.376374)"
14092267,5007,Chenevert Street,,Houston,77004,Harris,Museum District Towers,Single-Family,2020,4,3,1,3.1,6,0,4,FALSE,2,Contemporary/Modern,649999,17,Rice/Museum District,10,10,1/27/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S,"5007 Chenevert Street, Houston, Texas, 77004",29.72540284,-95.37970563,"(29.725402836734695, -95.37970563265306)"
14092489,4921,Redbud Street,,Houston,77033,Harris,East Sunnyside Court Sec 03,Single-Family,2020,3,3,1,3.1,8,1,2,FALSE,2,Traditional,310000,3,Medical Center South,9,9,1/28/2021,HOUSTON ISD,BASTIAN EL,WORTHING H S,"4921 Redbud Street, Houston, Texas, 77033",31.4937382,-95.4863031,"(31.4937382, -95.4863031)"
14139208,5410,Ariel Street,,Houston,77096,Harris,Kingston Terrace,Single-Family,1962,3,2,0,2,9,0,1,FALSE,2,Traditional,349900,20,Meyerland Area,51,51,12/17/2020,HOUSTON ISD,HEROD EL,BELLAIRE H S,"5410 Ariel Street, Houston, Texas, 77096",29.68278932,-95.48117716,"(29.6827893178155, -95.48117715584621)"
14190006,4014,Milton Street,,West University Place,77005,Harris,Mathews Place,Single-Family,2021,4,4,1,4.1,10,1,1,FALSE,1,Contemporary/Modern,1725000,17,West University/Southside Area,61,61,12/7/2020,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"4014 Milton Street, West University Place, Texas, 77005",29.71611586,-95.44153229,"(29.716115857142857, -95.44153228571427)"
14208067,1819,Wakefield Drive,,Houston,77018,Harris,Oak Forest,Single-Family,2020,4,4,1,4.1,8,0,2,FALSE,2,Traditional,1149900,9,Oak Forest East Area,38,558,12/30/2020,HOUSTON ISD,STEVENS EL,WALTRIP H S,"1819 Wakefield Drive, Houston, Texas, 77018",29.824259,-95.44497736,"(29.824258999999998, -95.44497736363637)"
14254926,1117,Panama Street,,Houston,77009,Harris,Maxey & Plunkett,Single-Family,1930,2,1,0,1,2,0,1,FALSE,1,Traditional,275000,9,Washington East/Sabine,5,5,2/1/2021,HOUSTON ISD,SHERMAN EL,NORTHSIDE H S,"1117 Panama Street, Houston, Texas, 77009",29.78561217,-95.36016227,"(29.785612174202594, -95.36016226755405)"
14281550,826,Garden Rose Lane,,Houston,77018,Harris,Garden Oaks Pt & Ext 01 A,Single-Family,2007,3,2,1,2.1,8,1,2,FALSE,2,Traditional,378500,9,Garden Oaks,7,7,1/30/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP H S,"826 Garden Rose Lane, Houston, Texas, 77018",29.81795864,-95.41366899,"(29.817958639212943, -95.41366898524267)"
14335173,5242,Cheena Drive,,Houston,77096,Harris,Meyerland Sec 08 R/P C,Single-Family,1960,3,2,0,2,8,0,1,FALSE,1,Ranch,475000,20,Meyerland Area,10,266,1/27/2021,HOUSTON ISD,KOLTER EL,BELLAIRE H S,"5242 Cheena Drive, Houston, Texas, 77096",29.66895486,-95.47080278,"(29.668954864288246, -95.47080277924692)"
14449468,8246,Howard Drive,,Houston,77017,Harris,Meadowbrook Sec A,Single-Family,1950,2,1,1,1.1,9,1,2,FALSE,0,Traditional,209000,3,Hobby Area,124,124,10/5/2020,HOUSTON ISD,BONNER EL,CHAVEZ H S,"8246 Howard Drive, Houston, Texas, 77017",29.68086698,-95.26075784,"(29.680866979591837, -95.2607578367347)"
14470989,1102,Wynnwood Lane,,Houston,77008,Harris,Timbergrove Manor,Single-Family,2020,4,3,1,3.1,10,3,2,FALSE,2,Traditional,1275000,9,Timbergrove/Lazybrook,111,111,10/18/2020,HOUSTON ISD,LOVE EL,WALTRIP H S,"1102 Wynnwood Lane, Houston, Texas, 77008",29.79450453,-95.41878927,"(29.794504530211984, -95.41878927213695)"
14493532,14230,Summer Rose Lane,,Houston,77077,Harris,Lakes/Parkway Sec 07,Single-Family,2003,4,3,1,3.1,11,1,2,FALSE,2,"Mediterranean, Traditional",650000,31,Energy Corridor,24,24,1/13/2021,HOUSTON ISD,BUSH EL,WESTSIDE H S,"14230 Summer Rose Lane, Houston, Texas, 77077",29.74916074,-95.63680911,"(29.749160736842104, -95.63680910526315)"
14543905,2011,14th Street,,Houston,77008,Harris,Clark Pines U/R,Single-Family,2008,5,5,0,5,16,2,2,TRUE,3,Victorian,1735000,9,Heights/Greater Heights,23,23,1/14/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"2011 14th Street, Houston, Texas, 77008",29.722977,-95.497341,"(29.722977, -95.497341)"
14564553,3531,Grennoch,,Houston,77025,Harris,Braes Oaks Sec 02,Single-Family,2009,4,3,1,3.1,15,1,2,FALSE,2,"French, Traditional",1139000,17,Braeswood Place,58,78,12/10/2020,HOUSTON ISD,TWAIN EL,LAMAR H S,"3531 Grennoch, Houston, Texas, 77025",29.69547217,-95.43025848,"(29.695472170626665, -95.4302584824039)"
14642400,10918,Maple Leaf Street,,Houston,77016,Harris,Woodland Acres,Single-Family,1948,3,1,0,1,3,0,1,FALSE,0,Traditional,136700,2,Northside,7,7,1/30/2021,HOUSTON ISD,SHADYDALE EL,NORTH FOREST H S,"10918 Maple Leaf Street, Houston, Texas, 77016",29.87373211,-95.30431105,"(29.873732108167182, -95.30431104633334)"
14702643,1611,Holman Street,,Houston,77004,Harris,Holman Outlot 38,Single-Family,2013,6,5,1,5.1,12,1,2,FALSE,2,"Mediterranean, Traditional",1075000,16,Midtown - Houston,59,423,12/9/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"1611 Holman Street, Houston, Texas, 77004",29.736427,-95.372789,"(29.736427, -95.372789)"
14729280,201,Kelley Street,,Houston,77009,Harris,Lindale Park Sec 07,Single-Family,1945,4,2,0,2,7,1,2,FALSE,1,Traditional,475000,9,Northside,8,110,1/29/2021,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"201 Kelley Street, Houston, Texas, 77009",29.81313882,-95.36857946,"(29.813138819095478, -95.36857945728643)"
14753120,2210,Potomac  Drive,2,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1994,4,3,1,3.1,14,1,3,FALSE,2,"French, Traditional",847900,22,Galleria,81,81,11/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2210 Potomac  Drive, Houston, Texas, 77057",29.74453858,-95.48875685,"(29.744538583892616, -95.48875685234898)"
14753120,2210,Potomac  Drive,2,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1994,4,3,1,3.1,14,1,3,FALSE,2,"French, Traditional",847900,22,Galleria,81,81,11/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2210 Potomac  Drive, Houston, Texas, 77057",29.74453858,-95.48875685,"(29.744538583892616, -95.48875685234898)"
14834187,1806,Prospect  Street,A,Houston,77004,Harris,Maredia Homes/Prospect Street,Single-Family,2007,3,3,1,3.1,3,1,4,FALSE,2,Contemporary/Modern,585000,17,Rice/Museum District,124,223,10/5/2020,HOUSTON ISD,POE EL,LAMAR H S,"1806 Prospect  Street, Houston, Texas, 77004",29.72296309,-95.3815093,"(29.72296309090909, -95.38150930303031)"
14835250,2219,Chantilly Lane,,Houston,77018,Harris,Oak Forest,Single-Family,1955,3,2,0,2,8,0,1,FALSE,0,Contemporary/Modern,644999,9,Oak Forest East Area,142,142,9/17/2020,HOUSTON ISD,STEVENS EL,WALTRIP H S,"2219 Chantilly Lane, Houston, Texas, 77018",29.82825922,-95.45157172,"(29.828259221900474, -95.45157172369159)"
14897422,7982,Little Street,,Houston,77028,Harris,Liberty Road Manor Sec 19 U/R,Single-Family,1940,4,2,0,2,4,0,1,FALSE,0,Traditional,205000,2,Northeast Houston,113,113,10/16/2020,HOUSTON ISD,ELMORE EL,KASHMERE H S,"7982 Little Street, Houston, Texas, 77028",29.81777012,-95.28157606,"(29.81777011740217, -95.28157606074582)"
14904278,2808,Princeton Street,,Houston,77009,Harris,Sunset Heights,Single-Family,2016,3,3,1,3.1,6,0,3,FALSE,2,Traditional,490000,9,Heights/Greater Heights,119,119,10/10/2020,HOUSTON ISD,FIELD EL,HEIGHTS H S,"2808 Princeton Street, Houston, Texas, 77009",29.81277789,-95.38711379,"(29.812777894736843, -95.38711378947369)"
14944818,4706,BRAEBURN Drive,,Bellaire,77401,Harris,POST OAK PLAZA,Single-Family,2021,5,4,1,4.1,15,1,2,FALSE,1,Traditional,1287500,17,Bellaire Area,1,1,2/5/2021,HOUSTON ISD,CONDIT EL,BELLAIRE H S,"4706 BRAEBURN Drive, Bellaire, Texas, 77401",29.69633667,-95.45979984,"(29.69633666841731, -95.45979983970348)"
15009508,12859,Kingsbridge Lane,,Houston,77077,Harris,Lake At Stonehenge Prcl R/P,Single-Family,1984,3,2,1,2.1,8,1,2,FALSE,2,Traditional,339000,31,Energy Corridor,99,99,8/24/2020,HOUSTON ISD,RAY DAILY EL,WESTSIDE H S,"12859 Kingsbridge Lane, Houston, Texas, 77077",29.76012431,-95.6140525,"(29.760124313223628, -95.61405250094306)"
15030038,10139,Briar Drive,,Houston,77042,Harris,Briargrove Park,Single-Family,2018,3,3,0,3,10,1,1,FALSE,3,Traditional,1049000,22,Briargrove Park/Walnutbend,4,4,2/2/2021,HOUSTON ISD,WALNUT BEND EL,WESTSIDE H S,"10139 Briar Drive, Houston, Texas, 77042",29.75877403,-95.55252624,"(29.758774030621144, -95.55252623608277)"
15037028,4111,Whitman Street,,Houston,77027,Harris,Weslayan Plaza Sec 01,Single-Family,2021,3,3,1,3.1,8,0,1,FALSE,2,Contemporary/Modern,1549000,16,Highland Village/Midlane,9,9,1/28/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"4111 Whitman Street, Houston, Texas, 77027",29.73435186,-95.44360005,"(29.734351857142858, -95.44360004761906)"
15046737,5518,Allendale Road,,Houston,77017,Harris,Meadowcreek Village Sec 05,Single-Family,1955,3,1,0,1,3,0,1,FALSE,0,"Ranch, Traditional",145000,3,Medical Center South,81,143,11/17/2020,HOUSTON ISD,PATTERSON EL,CHAVEZ H S,"5518 Allendale Road, Houston, Texas, 77017",29.68323808,-95.23731556,"(29.68323808080808, -95.23731555555555)"
15080548,523,Terrace Drive,,Houston,77007,Harris,Glen Cove Sec 03,Single-Family,2007,3,3,2,3.2,9,1,2,TRUE,2,Mediterranean,1400000,16,Memorial Park,64,271,12/4/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"523 Terrace Drive, Houston, Texas, 77007",29.76964897,-95.42441008,"(29.769648974358976, -95.42441007692307)"
15106979,622,York St,,Houston,77003,Harris,SUNBURST,Single-Family,0,3,2,1,2.1,3,0,2,FALSE,2,Contemporary/Modern,435000,4,East End Revitalized,213,487,7/8/2020,HOUSTON ISD,BURNET EL,AUSTIN H S,"622 York St, Houston, Texas, 77003",29.74685659,-95.34139135,"(29.746856591836735, -95.34139134693878)"
15122012,4510,Willowbend Boulevard,,Houston,77035,Harris,Willow Bend,Single-Family,1955,3,2,0,2,12,1,1,TRUE,2,"Ranch, Traditional",489000,20,Willow Meadows Area,21,125,1/16/2021,HOUSTON ISD,RED EL,WESTBURY H S,"4510 Willowbend Boulevard, Houston, Texas, 77035",29.66451148,-95.45298068,"(29.66451148169409, -95.4529806823651)"
15128890,2107,Pueblito Drive,,Houston,77077,Harris,PARK AND LAKE VILLAS,Single-Family,2020,3,3,1,3.1,9,1,2,FALSE,2,Contemporary/Modern,560000,31,Energy Corridor,145,145,9/14/2020,HOUSTON ISD,RAY DAILY EL,WESTSIDE H S,"2107 Pueblito Drive, Houston, Texas, 77077",29.7341732,-95.3985911,"(29.7341732, -95.3985911)"
15140876,1707,Hopper ,,Houston,77093,Harris,Westfield Estates,Single-Family,1940,3,1,0,1,5,0,1,FALSE,0,Traditional,139900,34,Northside,333,333,3/10/2020,HOUSTON ISD,BARRICK EL,MACARTHUR H S,"1707 Hopper , Houston, Texas, 77093",29.87969724,-95.36043989,"(29.879697240267355, -95.36043988964525)"
15208287,804,Malone Street,,Houston,77007,Harris,Malone Square,Single-Family,2002,4,3,1,3.1,9,1,3,FALSE,2,Traditional,468000,16,Rice Military/Washington Corridor,124,124,10/5/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"804 Malone Street, Houston, Texas, 77007",29.76906586,-95.41920821,"(29.769065859224405, -95.41920820965464)"
15244885,1120,Wynden Villa Drive,,Houston,77056,Harris,Wynden Creek Villas,Single-Family,2005,4,4,1,4.1,13,3,3,FALSE,2,"French, Traditional",1395000,22,Tanglewood Area,819,1337,11/6/2018,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"1120 Wynden Villa Drive, Houston, Texas, 77056",29.75652361,-95.46214878,"(29.756523612244898, -95.4621487755102)"
15354039,4617,Laurel Street,,Bellaire,77401,Harris,Davis R D Blissing,Single-Family,2002,4,3,2,3.2,13,1,2,TRUE,3,Mediterranean,1499900,17,Bellaire Area,15,218,1/22/2021,HOUSTON ISD,HORN EL,BELLAIRE H S,"4617 Laurel Street, Bellaire, Texas, 77401",29.70346731,-95.45606047,"(29.703467306122448, -95.45606046938777)"
15371507,1207,Hickory  ,E,Houston,77007,Harris,Houston Views,Single-Family,2021,3,3,1,3.1,7,0,4,FALSE,2,Contemporary/Modern,575000,9,Washington East/Sabine,30,98,1/7/2021,HOUSTON ISD,CROCKETT EL,HEIGHTS H S,"1207 Hickory  , Houston, Texas, 77007",29.76900948,-95.37159048,"(29.76900947968072, -95.3715904787208)"
15374390,2246,Quenby Street,,Houston,77005,Harris,Southampton Place,Single-Family,1971,4,4,2,4.2,9,1,2,TRUE,0,Contemporary/Modern,1275000,17,Rice/Museum District,23,240,1/14/2021,HOUSTON ISD,POE EL,LAMAR H S,"2246 Quenby Street, Houston, Texas, 77005",29.72219898,-95.41143437,"(29.722198980297133, -95.41143437274212)"
15378590,6015,Glenhurst Drive,,Houston,77033,Harris,Edgewood Sec 06,Single-Family,1952,3,2,0,2,7,0,1,FALSE,0,Traditional,199900,3,Medical Center South,22,22,1/15/2021,HOUSTON ISD,ALCOTT EL,STERLING H S,"6015 Glenhurst Drive, Houston, Texas, 77033",29.67090705,-95.32802898,"(29.67090704884326, -95.32802897777678)"
15425931,6647,Lindy Lane,,Houston,77023,Harris,Idylwood,Single-Family,1946,3,2,0,2,7,1,2,FALSE,2,Traditional,419000,4,East End Revitalized,17,17,1/20/2021,HOUSTON ISD,HENDERSON N EL,AUSTIN H S,"6647 Lindy Lane, Houston, Texas, 77023",29.72059835,-95.31145969,"(29.720598346938775, -95.31145969387755)"
15459024,1715,Tornado ,,Houston,77091,Harris,Marbella,Single-Family,2009,3,2,1,2.1,7,0,2,FALSE,2,Traditional,264900,9,Northwest Houston,14,14,1/23/2021,HOUSTON ISD,HIGHLAND HTS EL,WALTRIP H S,"1715 Tornado , Houston, Texas, 77091",29.84467314,-95.44040986,"(29.844673142857143, -95.44040985714285)"
15471807,3621,Dawson,,Houston,77051,Harris,Carolina Gardens Sec 01,Single-Family,1960,5,2,0,2,5,0,1,FALSE,0,Traditional,134500,3,Medical Center South,237,237,6/4/2020,HOUSTON ISD,REYNOLDS EL,WORTHING H S,"3621 Dawson, Houston, Texas, 77051",29.65396058,-95.37053171,"(29.65396057718121, -95.3705317114094)"
15475660,2125,Bancroft Street,,Houston,77027,Harris,Bancroft Estates,Single-Family,2014,4,4,1,4.1,7,1,4,FALSE,2,Traditional,1575000,16,Briar Hollow,8,8,1/29/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"2125 Bancroft Street, Houston, Texas, 77027",29.74551123,-95.45173271,"(29.74551122818792, -95.45173271140939)"
15551712,12702,Almeda Crossing Court,,Houston,77048,Harris,Almeda Crossing,Single-Family,2017,3,2,1,2.1,6,0,2,TRUE,0,Contemporary/Modern,249000,3,Medical Center South,6,6,1/31/2021,HOUSTON ISD,FROST EL,STERLING H S,"12702 Almeda Crossing Court, Houston, Texas, 77048",29.6231868,-95.3415836,"(29.6231868, -95.3415836)"
15578739,3007,Cleburne Street,,Houston,77004,Harris,Washington Terrace,Single-Family,1950,2,1,0,1,2,0,1,FALSE,0,Traditional,649000,4,University Area,39,39,12/29/2020,HOUSTON ISD,LOCKHART EL,YATES H S,"3007 Cleburne Street, Houston, Texas, 77004",29.72568221,-95.36413448,"(29.725682212121214, -95.36413448484848)"
15744806,4603,Willow Street,,Bellaire,77401,Harris,Willow Lane Place,Single-Family,1989,4,2,1,2.1,9,1,2,FALSE,2,Traditional,795000,17,Bellaire Area,121,121,10/8/2020,HOUSTON ISD,HORN EL,BELLAIRE H S,"4603 Willow Street, Bellaire, Texas, 77401",29.70254576,-95.45562131,"(29.702545755102044, -95.45562130612245)"
15754641,1035,Harvard Street,,Houston,77008,Harris,Houston Heights,Single-Family,2016,5,6,2,6.2,13,1,2,FALSE,3,Traditional,2449900,9,Heights/Greater Heights,2,2,2/4/2021,HOUSTON ISD,HARVARD EL,HEIGHTS H S,"1035 Harvard Street, Houston, Texas, 77008",29.78954741,-95.3964721,"(29.789547408163266, -95.39647210204082)"
