mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school,full_address,latitude,longitude,geocode
84588824,5110,West Oak Mews,,Houston,77056,Harris,West Oaks,Single-Family,2003,3,3,1,3.1,11,1,3,TRUE,3,"English, Traditional",2495000,22,Tanglewood Area,141,141,9/18/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5110 West Oak Mews, Houston, Texas, 77056",29.75850776,-95.46653776,"(29.75850775510204, -95.46653775510204)"
84599572,5623,Rutherglenn Drive,,Houston,77096,Harris,Barkley Square,Single-Family,1964,3,2,0,2,11,1,1,FALSE,2,Traditional,449750,20,Meyerland Area,8,8,1/29/2021,HOUSTON ISD,PARKER EL,WESTBURY H S,"5623 Rutherglenn Drive, Houston, Texas, 77096",29.67273257,-95.48357135,"(29.672732571428572, -95.48357134693877)"
84646105,9817,Sandra Ann,,Houston,77025,Harris,Contemporary Plaza Sec 07 Amd,Single-Family,2004,3,2,1,2.1,6,1,3,FALSE,0,"Contemporary/Modern, Traditional",277000,20,Willow Meadows Area,75,75,11/23/2020,HOUSTON ISD,SHEARN EL,MADISON H S,"9817 Sandra Ann, Houston, Texas, 77025",29.67673571,-95.43346437,"(29.676735714285716, -95.43346436734694)"
84765008,7103,Tours Street,,Houston,77036,Harris,Sharpstown 5,Single-Family,1963,4,2,2,2.2,8,0,1,FALSE,0,Traditional,350000,21,Sharpstown Area,5,5,2/1/2021,HOUSTON ISD,NEFF EL,SHARPSTOWN H S,"7103 Tours Street, Houston, Texas, 77036",29.70307671,-95.52398421,"(29.703076708333334, -95.52398420833333)"
84812032,3605,Rockingham Street,,Houston,77051,Harris,Carolina Gardens Sec 01,Single-Family,1960,3,1,0,1,7,0,1,FALSE,1,Traditional,137000,3,Medical Center South,6,143,1/21/2021,HOUSTON ISD,REYNOLDS EL,WORTHING H S,"3605 Rockingham Street, Houston, Texas, 77051",29.65481068,-95.3707119,"(29.65481068456376, -95.37071189932885)"
84877306,4536,Sunburst,,Bellaire,77401,Harris,Tenbrook Plaza,Single-Family,1960,4,2,0,2,9,0,1,FALSE,1,Traditional,525000,17,Bellaire Area,21,21,1/16/2021,HOUSTON ISD,HORN EL,BELLAIRE H S,"4536 Sunburst, Bellaire, Texas, 77401",29.71997416,-95.45304871,"(29.7199741566795, -95.45304870703664)"
84915967,3221,Garrow St,,Houston,77003,Harris,Retreat/Velasco,Single-Family,2015,3,3,1,3.1,6,0,3,FALSE,2,Contemporary/Modern,362500,4,East End Revitalized,5,58,2/1/2021,HOUSTON ISD,BURNET EL,WHEATLEY H S,"3221 Garrow St, Houston, Texas, 77003",29.75079978,-95.34158813,"(29.750799776665662, -95.34158812807634)"
84926006,8111,Hoffman Street,,Houston,77016,Harris,Triangle Gardens Sec 03,Single-Family,1945,3,1,0,1,7,0,1,FALSE,0,Traditional,135000,2,Northside,180,180,3/15/2020,HOUSTON ISD,COOK JR EL,KASHMERE H S,"8111 Hoffman Street, Houston, Texas, 77016",29.83444929,-95.31217911,"(29.834449291457286, -95.31217910552765)"
84947170,532,Wisteria,,Bellaire,77401,Harris,Teas Dale,Single-Family,1991,5,5,1,5.1,13,2,3,TRUE,2,Contemporary/Modern,1100000,17,Bellaire Area,133,491,9/26/2020,HOUSTON ISD,CONDIT EL,BELLAIRE H S,"532 Wisteria, Bellaire, Texas, 77401",29.69969088,-95.46121384,"(29.69969087755102, -95.4612138367347)"
84972966,4212,Galesburg Street,,Houston,77051,Harris,SUNNYSIDE COURTS,Single-Family,2020,4,2,1,2.1,13,0,2,FALSE,2,Traditional,305000,3,Medical Center South,219,219,4/19/2020,HOUSTON ISD,BASTIAN EL,WORTHING H S,"4212 Galesburg Street, Houston, Texas, 77051",29.66577171,-95.36565967,"(29.665771714285714, -95.3656596734694)"
