mls,school
87408724,LAW EL
48444817,LAW EL
67429298,LAW EL
42915445,LAW EL
4781198,LAW EL
46337641,LAW EL
90715664,LAW EL
47200346,LAW EL
40272000,LAW EL
53388834,LAW EL
11626047,LAW EL
37767470,LAW EL
68468965,LAW EL
2702340,LAW EL
78328599,LAW EL
32292630,LAW EL
73704307,LAW EL
91120112,LAW EL
86585067,REYNOLDS EL
9567852,REYNOLDS EL
84812032,REYNOLDS EL
15471807,REYNOLDS EL
10363094,REYNOLDS EL
10572967,REYNOLDS EL
29845765,REYNOLDS EL
70647570,REYNOLDS EL
74481623,REYNOLDS EL
51585237,REYNOLDS EL
18033704,REYNOLDS EL
73989616,REYNOLDS EL
56191280,REYNOLDS EL
95321087,REYNOLDS EL
80870921,REYNOLDS EL
61110974,WOODSON SCHOOL
39507186,WOODSON SCHOOL
70429023,WOODSON SCHOOL
56705514,YOUNG EL
16982239,YOUNG EL
58717461,YOUNG EL
64453885,YOUNG EL
28264674,YOUNG EL
34156339,YOUNG EL
71325774,YOUNG EL
62089664,YOUNG EL
53156191,YOUNG EL
48436097,YOUNG EL
67946561,YOUNG EL
10514475,YOUNG EL
91278684,YOUNG EL
21342160,YOUNG EL
56487074,YOUNG EL
24289083,YOUNG EL
84433243,YOUNG EL
97288877,YOUNG EL
29483905,BLACKSHEAR EL
22191368,BLACKSHEAR EL
98359587,BLACKSHEAR EL
22548857,BLACKSHEAR EL
77088968,BLACKSHEAR EL
5562406,BLACKSHEAR EL
57518887,BLACKSHEAR EL
3027961,BLACKSHEAR EL
65334416,BLACKSHEAR EL
89720432,BLACKSHEAR EL
59346135,BLACKSHEAR EL
98215351,BLACKSHEAR EL
70959803,BLACKSHEAR EL
73898224,BLACKSHEAR EL
73889683,BLACKSHEAR EL
69123551,BLACKSHEAR EL
77327784,BLACKSHEAR EL
92482501,BLACKSHEAR EL
51886107,BLACKSHEAR EL
10555804,BLACKSHEAR EL
16066274,BLACKSHEAR EL
75204262,BLACKSHEAR EL
33373181,BLACKSHEAR EL
71954401,BLACKSHEAR EL
10864519,BLACKSHEAR EL
64444237,BLACKSHEAR EL
11462213,BLACKSHEAR EL
38849862,BLACKSHEAR EL
23268054,BLACKSHEAR EL
32739572,BLACKSHEAR EL
95981011,BLACKSHEAR EL
38343832,BLACKSHEAR EL
38898459,BLACKSHEAR EL
18931804,BLACKSHEAR EL
81655093,BLACKSHEAR EL
44714075,BLACKSHEAR EL
88070214,BLACKSHEAR EL
83580387,BLACKSHEAR EL
12870525,BLACKSHEAR EL
13532622,BLACKSHEAR EL
94929803,FOSTER EL
31409450,FOSTER EL
38911659,FOSTER EL
10564878,FOSTER EL
48692968,FOSTER EL
95233662,FOSTER EL
49704203,FOSTER EL
90165515,FOSTER EL
61713072,FOSTER EL
58671492,FOSTER EL
4448315,FOSTER EL
64898666,FOSTER EL
46493564,FOSTER EL
18448740,FOSTER EL
91769608,HARTSFIELD EL
46475924,HARTSFIELD EL
11662244,HARTSFIELD EL
98144790,HARTSFIELD EL
875166,LOCKHART EL
26295902,LOCKHART EL
19937617,LOCKHART EL
79346345,LOCKHART EL
15578739,LOCKHART EL
81956017,LOCKHART EL
2659908,LOCKHART EL
28576521,LOCKHART EL
95177102,LOCKHART EL
27301988,LOCKHART EL
17056955,LOCKHART EL
1016386,LOCKHART EL
16932057,LOCKHART EL
28355431,LOCKHART EL
87580978,LOCKHART EL
55670317,LOCKHART EL
33676698,LOCKHART EL
49896522,LOCKHART EL
19306809,PECK EL
80293199,PECK EL
81201157,PECK EL
84141547,PECK EL
33508757,PECK EL
28959351,PECK EL
26041021,PECK EL
88183341,PECK EL
24899646,PECK EL
98350520,PECK EL
71255322,PECK EL
96799304,PECK EL
53248839,PECK EL
3554395,PECK EL
2866520,PECK EL
32034812,PECK EL
62198638,THOMPSON EL
82221564,THOMPSON EL
51251459,THOMPSON EL
78343832,THOMPSON EL
24927770,THOMPSON EL
38914706,THOMPSON EL
91054542,THOMPSON EL
38672665,THOMPSON EL
67180963,THOMPSON EL
10325144,THOMPSON EL
10841505,THOMPSON EL
21672257,THOMPSON EL
69518618,THOMPSON EL
18281082,THOMPSON EL
87297019,THOMPSON EL
12730896,THOMPSON EL
26275087,THOMPSON EL
51684996,THOMPSON EL
85045256,WHIDBY EL
67763316,WHIDBY EL
11447382,WHIDBY EL
73826256,WHIDBY EL
10983275,WHIDBY EL
13139415,WHIDBY EL
21564639,WHIDBY EL
53875675,WHIDBY EL
36069977,WHIDBY EL
82259650,WHIDBY EL
95068761,WHIDBY EL
52192821,WHIDBY EL
58992773,WHIDBY EL
63298093,WHIDBY EL
9871530,WHIDBY EL
9871043,WHIDBY EL
70161219,AUSTIN H S
17580127,AUSTIN H S
35404452,AUSTIN H S
12503971,AUSTIN H S
32263872,AUSTIN H S
91091193,AUSTIN H S
86688821,AUSTIN H S
31251253,AUSTIN H S
90027378,AUSTIN H S
44015375,AUSTIN H S
10366439,AUSTIN H S
22785384,AUSTIN H S
91619250,AUSTIN H S
66726099,AUSTIN H S
70194931,AUSTIN H S
90298150,AUSTIN H S
95336597,AUSTIN H S
22128284,AUSTIN H S
20681303,AUSTIN H S
33892673,AUSTIN H S
69613690,AUSTIN H S
63267551,AUSTIN H S
60196374,AUSTIN H S
15106979,AUSTIN H S
49490691,AUSTIN H S
10402150,AUSTIN H S
60135546,AUSTIN H S
26095848,AUSTIN H S
74731895,AUSTIN H S
10846313,AUSTIN H S
35296285,AUSTIN H S
95100132,AUSTIN H S
94762165,AUSTIN H S
78664465,AUSTIN H S
45638369,AUSTIN H S
17327175,AUSTIN H S
72988216,AUSTIN H S
8302616,AUSTIN H S
33450007,AUSTIN H S
47108477,AUSTIN H S
79922066,AUSTIN H S
18847614,AUSTIN H S
59330881,AUSTIN H S
12265589,AUSTIN H S
71233956,AUSTIN H S
6123855,AUSTIN H S
54669616,AUSTIN H S
65571088,AUSTIN H S
92503654,AUSTIN H S
25898314,AUSTIN H S
47217815,AUSTIN H S
95907527,AUSTIN H S
94574841,AUSTIN H S
86641262,AUSTIN H S
68534191,AUSTIN H S
63151018,AUSTIN H S
72988171,AUSTIN H S
36482360,AUSTIN H S
91103772,AUSTIN H S
26781787,AUSTIN H S
56296683,AUSTIN H S
75462442,AUSTIN H S
43390603,AUSTIN H S
23892728,AUSTIN H S
80509809,AUSTIN H S
17459147,AUSTIN H S
12737629,AUSTIN H S
12020420,AUSTIN H S
19371028,AUSTIN H S
98389196,AUSTIN H S
69811323,AUSTIN H S
28236292,AUSTIN H S
22092907,AUSTIN H S
10204953,AUSTIN H S
65682201,AUSTIN H S
8544850,AUSTIN H S
92214244,AUSTIN H S
11384759,AUSTIN H S
42768657,AUSTIN H S
94871183,AUSTIN H S
82012322,AUSTIN H S
83422855,AUSTIN H S
43930637,AUSTIN H S
39696799,AUSTIN H S
29956317,AUSTIN H S
94071584,AUSTIN H S
44708217,AUSTIN H S
15809925,AUSTIN H S
61342320,AUSTIN H S
74389810,AUSTIN H S
15425931,AUSTIN H S
9831345,AUSTIN H S
17583191,AUSTIN H S
29817322,AUSTIN H S
48179783,AUSTIN H S
4909411,AUSTIN H S
95575139,AUSTIN H S
10148749,AUSTIN H S
80601626,AUSTIN H S
32906638,AUSTIN H S
5326760,AUSTIN H S
22406972,AUSTIN H S
33382136,AUSTIN H S
9522366,AUSTIN H S
60812795,AUSTIN H S
89565373,AUSTIN H S
78250042,AUSTIN H S
20780265,AUSTIN H S
10608251,AUSTIN H S
29509511,AUSTIN H S
15937626,AUSTIN H S
41576471,AUSTIN H S
30014595,AUSTIN H S
31568715,AUSTIN H S
30683484,AUSTIN H S
38720459,BELLAIRE H S
69353695,BELLAIRE H S
62373167,BELLAIRE H S
51533779,BELLAIRE H S
76824758,BELLAIRE H S
63336009,BELLAIRE H S
90247441,BELLAIRE H S
25120242,BELLAIRE H S
20578577,BELLAIRE H S
80393715,BELLAIRE H S
11134596,BELLAIRE H S
5069007,BELLAIRE H S
88466842,BELLAIRE H S
34835352,BELLAIRE H S
84947170,BELLAIRE H S
24188362,BELLAIRE H S
11651735,BELLAIRE H S
20680733,BELLAIRE H S
57402603,BELLAIRE H S
61048811,BELLAIRE H S
14944818,BELLAIRE H S
34669504,BELLAIRE H S
55921081,BELLAIRE H S
85848466,BELLAIRE H S
28526330,BELLAIRE H S
33794309,BELLAIRE H S
76671121,BELLAIRE H S
65978067,BELLAIRE H S
26058564,BELLAIRE H S
3643027,BELLAIRE H S
89141136,BELLAIRE H S
18906767,BELLAIRE H S
11098881,BELLAIRE H S
29190643,BELLAIRE H S
33524639,BELLAIRE H S
65057476,BELLAIRE H S
42386552,BELLAIRE H S
29269579,BELLAIRE H S
62052899,BELLAIRE H S
60280618,BELLAIRE H S
26673955,BELLAIRE H S
96501819,BELLAIRE H S
8912327,BELLAIRE H S
43828598,BELLAIRE H S
87746901,BELLAIRE H S
22551479,BELLAIRE H S
39308325,BELLAIRE H S
81266831,BELLAIRE H S
40531322,BELLAIRE H S
38581452,BELLAIRE H S
24301550,BELLAIRE H S
30220654,BELLAIRE H S
65633990,BELLAIRE H S
56593259,BELLAIRE H S
5286984,BELLAIRE H S
22469562,BELLAIRE H S
31970591,BELLAIRE H S
74170436,BELLAIRE H S
95578023,BELLAIRE H S
82454020,BELLAIRE H S
1029097,BELLAIRE H S
23080784,BELLAIRE H S
14139208,BELLAIRE H S
75874266,BELLAIRE H S
88259968,BELLAIRE H S
52166388,BELLAIRE H S
45530921,BELLAIRE H S
21059713,BELLAIRE H S
36445515,BELLAIRE H S
62319962,BELLAIRE H S
50349924,BELLAIRE H S
29819405,BELLAIRE H S
90251958,BELLAIRE H S
55905475,BELLAIRE H S
8004511,BELLAIRE H S
38347612,BELLAIRE H S
19632205,BELLAIRE H S
92938808,BELLAIRE H S
10977747,BELLAIRE H S
91767139,BELLAIRE H S
63069629,BELLAIRE H S
68346760,BELLAIRE H S
80556120,BELLAIRE H S
66061479,BELLAIRE H S
57642549,BELLAIRE H S
24757842,BELLAIRE H S
93577535,BELLAIRE H S
26231484,BELLAIRE H S
88146441,BELLAIRE H S
65719740,BELLAIRE H S
51014146,BELLAIRE H S
61750835,BELLAIRE H S
24120006,BELLAIRE H S
91869024,BELLAIRE H S
45770118,BELLAIRE H S
94556154,BELLAIRE H S
65945736,BELLAIRE H S
7522640,BELLAIRE H S
55630825,BELLAIRE H S
45679812,BELLAIRE H S
53907809,BELLAIRE H S
30582383,BELLAIRE H S
81810017,BELLAIRE H S
22440945,BELLAIRE H S
23681012,BELLAIRE H S
80128574,BELLAIRE H S
39199126,BELLAIRE H S
96989534,BELLAIRE H S
60763873,BELLAIRE H S
86310079,BELLAIRE H S
20131137,BELLAIRE H S
3869729,BELLAIRE H S
97504095,BELLAIRE H S
52136076,BELLAIRE H S
61316704,BELLAIRE H S
72463873,BELLAIRE H S
50561567,BELLAIRE H S
84877306,BELLAIRE H S
98040147,BELLAIRE H S
15883703,BELLAIRE H S
67263422,BELLAIRE H S
15744806,BELLAIRE H S
92208414,BELLAIRE H S
90209889,BELLAIRE H S
10296454,BELLAIRE H S
15354039,BELLAIRE H S
22131443,BELLAIRE H S
48846220,BELLAIRE H S
53905460,BELLAIRE H S
42223268,BELLAIRE H S
33983996,BELLAIRE H S
35148590,BELLAIRE H S
84331588,BELLAIRE H S
98783237,BELLAIRE H S
87054251,BELLAIRE H S
4548910,BELLAIRE H S
29993690,BELLAIRE H S
3308084,BELLAIRE H S
69272695,BELLAIRE H S
79516905,BELLAIRE H S
81005454,BELLAIRE H S
26696532,BELLAIRE H S
9711504,BELLAIRE H S
80853976,BELLAIRE H S
14335173,BELLAIRE H S
94834004,BELLAIRE H S
87594998,BELLAIRE H S
80200691,BELLAIRE H S
80778823,BELLAIRE H S
97105080,BELLAIRE H S
82454235,BELLAIRE H S
24104040,BELLAIRE H S
28437332,BELLAIRE H S
68852134,BELLAIRE H S
78714713,BELLAIRE H S
19274350,BELLAIRE H S
94342599,BELLAIRE H S
87165518,BELLAIRE H S
19265001,BELLAIRE H S
57468906,BELLAIRE H S
45849536,BELLAIRE H S
93697697,BELLAIRE H S
59665557,BELLAIRE H S
77414875,BELLAIRE H S
54588869,BELLAIRE H S
48312609,BELLAIRE H S
92227738,BELLAIRE H S
21845693,BELLAIRE H S
11549404,BELLAIRE H S
39394606,BELLAIRE H S
37309650,BELLAIRE H S
88099743,BELLAIRE H S
74567285,BELLAIRE H S
47718854,BELLAIRE H S
28582678,BELLAIRE H S
85748333,BELLAIRE H S
69677787,BELLAIRE H S
44009255,BELLAIRE H S
4090512,BELLAIRE H S
97944204,BELLAIRE H S
5229819,BELLAIRE H S
45337960,BELLAIRE H S
52616266,BELLAIRE H S
92345402,BELLAIRE H S
55196233,BELLAIRE H S
24755039,BELLAIRE H S
51809847,BELLAIRE H S
56048676,BELLAIRE H S
47361024,BELLAIRE H S
55067084,BELLAIRE H S
70313646,BELLAIRE H S
52837617,BELLAIRE H S
77839356,BELLAIRE H S
88417562,BELLAIRE H S
72603149,BELLAIRE H S
89799804,BELLAIRE H S
65152483,BELLAIRE H S
26061449,BELLAIRE H S
50753256,BELLAIRE H S
94765437,BELLAIRE H S
22126601,BELLAIRE H S
71104789,BELLAIRE H S
44962276,BELLAIRE H S
47451103,BELLAIRE H S
29811701,BELLAIRE H S
30911107,BELLAIRE H S
51193711,BELLAIRE H S
24509312,BELLAIRE H S
88694178,BELLAIRE H S
29821438,BELLAIRE H S
5909989,BELLAIRE H S
95880901,BELLAIRE H S
29015026,BELLAIRE H S
53390727,BELLAIRE H S
61081499,BELLAIRE H S
62209279,BELLAIRE H S
29856986,BELLAIRE H S
30098078,BELLAIRE H S
86259312,BELLAIRE H S
68628266,BELLAIRE H S
13474879,BELLAIRE H S
7098707,BELLAIRE H S
80333076,BELLAIRE H S
20985865,BELLAIRE H S
26732984,BELLAIRE H S
43202550,BELLAIRE H S
75736144,BELLAIRE H S
48508439,BELLAIRE H S
40121300,BELLAIRE H S
50858365,BELLAIRE H S
4678779,BELLAIRE H S
19058858,BELLAIRE H S
76942831,BELLAIRE H S
53204216,BELLAIRE H S
90208401,BELLAIRE H S
70718093,BELLAIRE H S
89775501,BELLAIRE H S
21501605,BELLAIRE H S
42989659,BELLAIRE H S
22118694,BELLAIRE H S
61425400,BELLAIRE H S
50248729,BELLAIRE H S
62316688,BELLAIRE H S
25267061,BELLAIRE H S
70674296,BELLAIRE H S
55570440,BELLAIRE H S
10856966,C E KING H S
68137007,CHAVEZ H S
32239550,CHAVEZ H S
85775766,CHAVEZ H S
33772916,CHAVEZ H S
40849300,CHAVEZ H S
9075607,CHAVEZ H S
49584277,CHAVEZ H S
79676500,CHAVEZ H S
14449468,CHAVEZ H S
96075644,CHAVEZ H S
40717071,CHAVEZ H S
17007760,CHAVEZ H S
87479105,CHAVEZ H S
42527735,CHAVEZ H S
93174115,CHAVEZ H S
53528475,CHAVEZ H S
92718583,CHAVEZ H S
69314110,CHAVEZ H S
50533622,CHAVEZ H S
92925735,CHAVEZ H S
93609082,CHAVEZ H S
59044525,CHAVEZ H S
15046737,CHAVEZ H S
20492616,CHAVEZ H S
26361517,CHAVEZ H S
30635754,CHAVEZ H S
90127975,CHAVEZ H S
20967790,CHAVEZ H S
81885747,CHAVEZ H S
59918721,CHAVEZ H S
7105494,CYPRESS FALLS H S
41820992,CYPRESS FALLS H S
53907725,FURR H S
55649356,FURR H S
85215616,FURR H S
73834427,FURR H S
62774920,FURR H S
10163892,FURR H S
18983639,FURR H S
69454330,FURR H S
47858557,FURR H S
92360146,FURR H S
47011395,FURR H S
66140631,FURR H S
9503452,FURR H S
72682635,FURR H S
13355065,FURR H S
8656715,FURR H S
63016182,FURR H S
71235874,GALENA PARK H S
30800567,HEIGHTS H S
14073990,HEIGHTS H S
44314266,HEIGHTS H S
83768094,HEIGHTS H S
90524755,HEIGHTS H S
63040814,HEIGHTS H S
87174327,HEIGHTS H S
21585737,HEIGHTS H S
76928521,HEIGHTS H S
76572895,HEIGHTS H S
83139865,HEIGHTS H S
43460441,HEIGHTS H S
81064174,HEIGHTS H S
38282234,HEIGHTS H S
64015249,HEIGHTS H S
18436637,HEIGHTS H S
55205588,HEIGHTS H S
72030695,HEIGHTS H S
78213971,HEIGHTS H S
36847237,HEIGHTS H S
35500408,HEIGHTS H S
72419341,HEIGHTS H S
20660511,HEIGHTS H S
754009,HEIGHTS H S
1036880,HEIGHTS H S
90780937,HEIGHTS H S
68299848,HEIGHTS H S
15987620,HEIGHTS H S
58460346,HEIGHTS H S
49236987,HEIGHTS H S
21704234,HEIGHTS H S
30281869,HEIGHTS H S
74890862,HEIGHTS H S
32093989,HEIGHTS H S
71922750,HEIGHTS H S
83302377,HEIGHTS H S
73250713,HEIGHTS H S
85198581,HEIGHTS H S
91263123,HEIGHTS H S
46668568,HEIGHTS H S
13225876,HEIGHTS H S
71882843,HEIGHTS H S
14716819,HEIGHTS H S
11561817,HEIGHTS H S
53441088,HEIGHTS H S
2373527,HEIGHTS H S
38368751,HEIGHTS H S
53153283,HEIGHTS H S
83937302,HEIGHTS H S
35142147,HEIGHTS H S
39300234,HEIGHTS H S
31374143,HEIGHTS H S
5340360,HEIGHTS H S
84454673,HEIGHTS H S
82013228,HEIGHTS H S
97114764,HEIGHTS H S
73838809,HEIGHTS H S
35660694,HEIGHTS H S
19432123,HEIGHTS H S
10392394,HEIGHTS H S
95926684,HEIGHTS H S
83563017,HEIGHTS H S
46896256,HEIGHTS H S
45161031,HEIGHTS H S
39795143,HEIGHTS H S
75801520,HEIGHTS H S
15371507,HEIGHTS H S
74603195,HEIGHTS H S
43186556,HEIGHTS H S
3742892,HEIGHTS H S
14502016,HEIGHTS H S
43449636,HEIGHTS H S
44871874,HEIGHTS H S
96345323,HEIGHTS H S
70831048,HEIGHTS H S
15851509,HEIGHTS H S
34228363,HEIGHTS H S
33491714,HEIGHTS H S
27114505,HEIGHTS H S
37210122,HEIGHTS H S
80608233,HEIGHTS H S
7970739,HEIGHTS H S
19492544,HEIGHTS H S
87676912,HEIGHTS H S
43416860,HEIGHTS H S
96163027,HEIGHTS H S
51973703,HEIGHTS H S
19042958,HEIGHTS H S
97593449,HEIGHTS H S
19410844,HEIGHTS H S
85952994,HEIGHTS H S
75889811,HEIGHTS H S
60073495,HEIGHTS H S
51695374,HEIGHTS H S
20683819,HEIGHTS H S
69251416,HEIGHTS H S
12808680,HEIGHTS H S
43937302,HEIGHTS H S
28933694,HEIGHTS H S
79333261,HEIGHTS H S
39356799,HEIGHTS H S
61763538,HEIGHTS H S
36114302,HEIGHTS H S
26315892,HEIGHTS H S
26199853,HEIGHTS H S
39903293,HEIGHTS H S
94087553,HEIGHTS H S
80492191,HEIGHTS H S
29247495,HEIGHTS H S
18787151,HEIGHTS H S
43670926,HEIGHTS H S
79522028,HEIGHTS H S
45263843,HEIGHTS H S
73513802,HEIGHTS H S
95103832,HEIGHTS H S
14904278,HEIGHTS H S
28527543,HEIGHTS H S
23431940,HEIGHTS H S
28737333,HEIGHTS H S
52282733,HEIGHTS H S
82691736,HEIGHTS H S
18880413,HEIGHTS H S
13863906,HEIGHTS H S
71466098,HEIGHTS H S
91730472,HEIGHTS H S
95801397,HEIGHTS H S
49786342,HEIGHTS H S
89590051,HEIGHTS H S
49821838,HEIGHTS H S
3230944,HEIGHTS H S
95012110,HEIGHTS H S
52206995,HEIGHTS H S
7476296,HEIGHTS H S
54888737,HEIGHTS H S
77675906,HEIGHTS H S
85856674,HEIGHTS H S
42706920,HEIGHTS H S
18426183,HEIGHTS H S
73659062,HEIGHTS H S
78657459,HEIGHTS H S
22963749,HEIGHTS H S
60879923,HEIGHTS H S
44841444,HEIGHTS H S
42394002,HEIGHTS H S
45616810,HEIGHTS H S
55178591,HEIGHTS H S
75205902,HEIGHTS H S
96654639,HEIGHTS H S
90145351,HEIGHTS H S
59406790,HEIGHTS H S
66200111,HEIGHTS H S
15754641,HEIGHTS H S
39159015,HEIGHTS H S
27637857,HEIGHTS H S
70953239,HEIGHTS H S
50563158,HEIGHTS H S
4065125,HEIGHTS H S
60413861,HEIGHTS H S
13230816,HEIGHTS H S
50293412,HEIGHTS H S
86725771,HEIGHTS H S
11239542,HEIGHTS H S
58487555,HEIGHTS H S
10547038,HEIGHTS H S
49277956,HEIGHTS H S
48279998,HEIGHTS H S
32934860,HEIGHTS H S
16330474,HEIGHTS H S
87468552,HEIGHTS H S
2363954,HEIGHTS H S
44557610,HEIGHTS H S
36880935,HEIGHTS H S
48678204,HEIGHTS H S
11409101,HEIGHTS H S
86419751,HEIGHTS H S
53831937,HEIGHTS H S
85612808,HEIGHTS H S
91369427,HEIGHTS H S
27485315,HEIGHTS H S
20683119,HEIGHTS H S
56955778,HEIGHTS H S
37081620,HEIGHTS H S
83270439,HEIGHTS H S
88939558,HEIGHTS H S
12203938,HEIGHTS H S
40782374,HEIGHTS H S
11875539,HEIGHTS H S
98217461,HEIGHTS H S
92394239,HEIGHTS H S
39078427,HEIGHTS H S
4385377,HEIGHTS H S
71076207,HEIGHTS H S
16587864,HEIGHTS H S
52512366,HEIGHTS H S
87915488,HEIGHTS H S
23950267,HEIGHTS H S
57680914,HEIGHTS H S
6629270,HEIGHTS H S
8096318,HEIGHTS H S
54060829,HEIGHTS H S
10811451,HEIGHTS H S
19387174,HEIGHTS H S
24609584,HEIGHTS H S
83721352,HEIGHTS H S
75418896,HEIGHTS H S
49683349,HEIGHTS H S
58472079,HEIGHTS H S
23306732,HEIGHTS H S
42981529,HEIGHTS H S
50863575,HEIGHTS H S
24212652,HEIGHTS H S
3342564,HEIGHTS H S
88679724,HEIGHTS H S
23420023,HEIGHTS H S
73120183,HEIGHTS H S
80311949,HEIGHTS H S
84321564,HEIGHTS H S
97453555,HEIGHTS H S
9988326,HEIGHTS H S
7079311,HEIGHTS H S
29266329,HEIGHTS H S
35204683,HEIGHTS H S
69292990,HEIGHTS H S
37098227,HEIGHTS H S
7249542,HEIGHTS H S
33694579,HEIGHTS H S
96754558,HEIGHTS H S
58235623,HEIGHTS H S
2678297,HEIGHTS H S
76636431,HEIGHTS H S
19930010,HEIGHTS H S
92604832,HEIGHTS H S
60314381,HEIGHTS H S
10784624,HEIGHTS H S
33311096,HEIGHTS H S
10021636,HEIGHTS H S
48717074,HEIGHTS H S
34482854,HEIGHTS H S
50967940,HEIGHTS H S
78469531,HEIGHTS H S
61124617,HEIGHTS H S
95440458,HEIGHTS H S
41652894,HEIGHTS H S
65380681,HEIGHTS H S
63955797,HEIGHTS H S
41445485,HEIGHTS H S
57029198,HEIGHTS H S
78970128,HEIGHTS H S
84029418,HEIGHTS H S
25325660,HEIGHTS H S
17195795,HEIGHTS H S
24989750,HEIGHTS H S
11311267,HEIGHTS H S
11601814,HEIGHTS H S
47724750,HEIGHTS H S
38257235,HEIGHTS H S
54400964,HEIGHTS H S
32572445,HEIGHTS H S
87280618,HEIGHTS H S
16078684,HEIGHTS H S
52970873,HEIGHTS H S
48703972,HEIGHTS H S
13647674,HEIGHTS H S
25642362,HEIGHTS H S
80477349,HEIGHTS H S
87429496,HEIGHTS H S
57574942,HEIGHTS H S
79431488,HEIGHTS H S
8157602,HEIGHTS H S
38989978,HEIGHTS H S
27849432,HEIGHTS H S
75849542,HEIGHTS H S
2927265,HEIGHTS H S
27316316,HEIGHTS H S
25761043,HEIGHTS H S
44205593,HEIGHTS H S
27182049,HEIGHTS H S
4676108,HEIGHTS H S
59215297,HEIGHTS H S
3329659,HEIGHTS H S
30293095,HEIGHTS H S
6155891,HEIGHTS H S
67324981,HEIGHTS H S
91790603,HEIGHTS H S
90578605,HEIGHTS H S
71690478,HEIGHTS H S
27689596,HEIGHTS H S
23389353,HEIGHTS H S
95099114,HEIGHTS H S
74965100,HEIGHTS H S
92989512,HEIGHTS H S
37450205,HEIGHTS H S
63988813,HEIGHTS H S
59808244,HEIGHTS H S
10303061,HEIGHTS H S
54921596,HEIGHTS H S
94610189,HEIGHTS H S
19081439,HEIGHTS H S
42472652,HEIGHTS H S
8331063,HEIGHTS H S
22284731,HEIGHTS H S
46030293,HEIGHTS H S
77818320,HEIGHTS H S
55211227,HEIGHTS H S
55450733,HEIGHTS H S
24527943,HEIGHTS H S
89659628,HEIGHTS H S
2418496,HEIGHTS H S
76315910,HEIGHTS H S
60616507,HEIGHTS H S
65537254,HEIGHTS H S
6833493,HEIGHTS H S
5449731,HEIGHTS H S
61478006,HEIGHTS H S
54781318,HEIGHTS H S
45541384,HEIGHTS H S
50846589,HEIGHTS H S
84569103,HEIGHTS H S
68833297,HEIGHTS H S
86633368,HEIGHTS H S
63783100,HEIGHTS H S
98403620,HEIGHTS H S
41231850,HEIGHTS H S
43064083,HEIGHTS H S
92005982,HEIGHTS H S
85611075,HEIGHTS H S
27839695,HEIGHTS H S
43531198,HEIGHTS H S
13398913,HEIGHTS H S
25541252,HEIGHTS H S
3175871,JERSEY VILLAGE H S
19469126,KASHMERE H S
49135615,KASHMERE H S
65367920,KASHMERE H S
47545448,KASHMERE H S
37976904,KASHMERE H S
17540520,KASHMERE H S
36571267,KASHMERE H S
94428710,KASHMERE H S
84926006,KASHMERE H S
82885735,KASHMERE H S
52734016,KASHMERE H S
61783924,KASHMERE H S
22134801,KASHMERE H S
95375573,KASHMERE H S
11822516,KASHMERE H S
6136845,KASHMERE H S
27141157,KASHMERE H S
66427347,KASHMERE H S
87043178,KASHMERE H S
14897422,KASHMERE H S
44768461,KASHMERE H S
1041641,KASHMERE H S
68830431,KASHMERE H S
93126151,KASHMERE H S
73791585,KASHMERE H S
56440072,KASHMERE H S
13915219,KASHMERE H S
77788617,KASHMERE H S
16594943,KASHMERE H S
44555971,KASHMERE H S
37085079,KASHMERE H S
37557059,KASHMERE H S
67179398,KASHMERE H S
17768713,KASHMERE H S
41613079,KASHMERE H S
90604500,KASHMERE H S
33768363,KASHMERE H S
50592635,KASHMERE H S
51671785,KASHMERE H S
69681803,KASHMERE H S
61866650,KASHMERE H S
39934955,KASHMERE H S
94860247,KASHMERE H S
41826085,LAMAR H S
4117192,LAMAR H S
47322061,LAMAR H S
78203450,LAMAR H S
29513112,LAMAR H S
59046521,LAMAR H S
8797838,LAMAR H S
67264587,LAMAR H S
95756492,LAMAR H S
21315276,LAMAR H S
52061919,LAMAR H S
12892280,LAMAR H S
77592370,LAMAR H S
87702589,LAMAR H S
89294987,LAMAR H S
92483400,LAMAR H S
45070720,LAMAR H S
20253005,LAMAR H S
47688089,LAMAR H S
53161631,LAMAR H S
14702643,LAMAR H S
23353569,LAMAR H S
32279965,LAMAR H S
40232809,LAMAR H S
43704539,LAMAR H S
15475660,LAMAR H S
90227486,LAMAR H S
27793277,LAMAR H S
90104623,LAMAR H S
79254782,LAMAR H S
44013547,LAMAR H S
78420188,LAMAR H S
36818273,LAMAR H S
76269817,LAMAR H S
13938486,LAMAR H S
6958708,LAMAR H S
54029147,LAMAR H S
38579332,LAMAR H S
52852397,LAMAR H S
15037028,LAMAR H S
8986003,LAMAR H S
94559738,LAMAR H S
55486861,LAMAR H S
90397393,LAMAR H S
25951620,LAMAR H S
20485385,LAMAR H S
12124409,LAMAR H S
19318354,LAMAR H S
13840171,LAMAR H S
75145611,LAMAR H S
49159763,LAMAR H S
28698329,LAMAR H S
30231990,LAMAR H S
47227743,LAMAR H S
78723914,LAMAR H S
56775365,LAMAR H S
60647029,LAMAR H S
45051937,LAMAR H S
36727895,LAMAR H S
95534058,LAMAR H S
55366551,LAMAR H S
86469819,LAMAR H S
63309798,LAMAR H S
27087722,LAMAR H S
57230255,LAMAR H S
85016338,LAMAR H S
97269930,LAMAR H S
28406857,LAMAR H S
72275586,LAMAR H S
80632383,LAMAR H S
70415492,LAMAR H S
