mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
22987504,5328,Chandler Street,,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,4,1,3,FALSE,2,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,53,53,12/15/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
23027568,961,Ford Pines Lane,,Houston,77091,Harris,Dominion at Garden Oaks,Single-Family,2021,3,2,1,2.1,5,1,2,FALSE,2,"Contemporary/Modern, Traditional",350210,9,Shepherd Park Plaza Area,108,108,10/21/2020,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
23040025,3716,Somerset York Lane,,Houston,77055,Harris,Somerset Green,Single-Family,2019,3,2,1,2.1,7,0,2,FALSE,2,"Contemporary/Modern, Traditional",595000,9,Timbergrove/Lazybrook,1,1,2/5/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
23068653,1334,Kirkwood Road,,Houston,77077,Harris,Country Village Sec 03,Single-Family,1977,3,2,0,2,7,1,1,FALSE,2,Contemporary/Modern,275900,31,Energy Corridor,33,33,1/4/2021,HOUSTON ISD,ASHFORD ELEMENTARY,WESTSIDE HIGH SCHOOL
23080784,5318,Palmetto  Street,5318,Houston,77081,Harris,Elm Sr Amend & Clarewood Oak E-7493.08,Single-Family,2005,3,3,1,3.1,13,1,3,FALSE,2,Traditional,395000,17,Gulfton,5,5,2/1/2021,HOUSTON ISD,CUNNINGHAM ELEMENTARY,BELLAIRE HIGH SCHOOL
23148917,3810,Broyles Street,,Houston,77026,Harris,Orgen,Single-Family,1998,3,1,0,1,3,0,1,FALSE,0,Traditional,143000,2,Northside,32,240,1/5/2021,HOUSTON ISD,DOGAN ELEMENTARY,WHEATLEY HIGH SCHOOL
23181973,3016,Markle Dr,,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,FALSE,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
23243852,8329,Caddo,,Houston,77078,Houston,MELBOURNE PLACE 1,Single-Family,1983,4,2,0,2,6,1,1,FALSE,2,Traditional,169990,2,Northeast Houston,1,1,2/5/2021,HOUSTON ISD,HILLIARD ELEMENTARY,NORTH FOREST HIGH SCHOOL
23267723,5440,Chandler Street,,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,3,1,3,FALSE,0,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,56,56,12/12/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
23268054,3322,Adair Street,,Houston,77004,Harris,Tierwester,Single-Family,1966,3,1,1,1.1,6,0,1,FALSE,0,Ranch,165000,4,University Area,133,133,6/25/2020,HOUSTON ISD,BLACKSHEAR ELEMENTARY,YATES HIGH SCHOOL
23302582,1272,Wood Hollow,,Houston,77057,Harris,Tanglewood Hollow,Single-Family,2021,3,3,1,3.1,4,0,4,FALSE,2,Traditional,749900,22,Briargrove,8,818,1/29/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
23306163,4102,Buras Pass Lane,,Houston,77045,Harris,Villas/Brentwood,Single-Family,2012,4,2,1,2.1,5,0,2,FALSE,2,Traditional,220000,18,Five Corners,1,1,2/5/2021,HOUSTON ISD,HOBBY ELEMENTARY,MADISON HIGH SCHOOL
23306732,1624,Northwood Street,,Houston,77009,Harris,Park at Northwood,Single-Family,2021,3,3,1,3.1,12,0,2,FALSE,2,"Contemporary/Modern, Other Style",441700,9,Heights/Greater Heights,24,136,1/13/2021,HOUSTON ISD,JEFFERSON ELEMENTARY,HEIGHTS HIGH SCHOOL
23313882,1440,34th 1/2 Street,,Houston,77018,Harris,Park View/Oak Forest,Single-Family,2021,3,3,1,3.1,4,0,3,FALSE,2,Other Style,472500,9,Oak Forest East Area,29,29,1/8/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
23353569,1713,Holman Street,,Houston,77004,Harris,Midtown,Single-Family,2019,3,2,1,2.1,7,1,3,FALSE,2,Contemporary/Modern,609900,16,Midtown - Houston,66,485,12/2/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
23355807,1721,22nd Street,,Houston,77008,Harris,Shady Acres Sec 02,Single-Family,1935,2,1,0,1,5,0,1,FALSE,1,Ranch,330000,9,Heights/Greater Heights,232,232,6/19/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
23367647,241,Echo Glen Drive,,Houston,77076,Harris,Glen Oaks,Single-Family,1955,3,1,1,1.1,7,0,1,FALSE,1,Traditional,225000,9,Northwest Houston,41,41,12/27/2020,HOUSTON ISD,DURKEE ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
23374823,13410,Merryville Harrogate Lane,,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,8,0,2,FALSE,2,Traditional,211990,3,Medical Center South,28,28,1/9/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
23389353,4304,Floyd  Street,A,Houston,77007,Harris,Floyd Street Mews,Single-Family,2018,3,3,0,3,7,0,3,FALSE,2,"Contemporary/Modern, Traditional",680000,16,Rice Military/Washington Corridor,114,114,10/15/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
23420023,1808,NapaCreek Lane,,Houston,77008,Harris,Patio homes at New Heights Villages,Single-Family,2021,3,2,2,2.2,9,0,3,FALSE,2,"Contemporary/Modern, Traditional",399900,9,Heights/Greater Heights,103,103,10/15/2020,HOUSTON ISD,JEFFERSON ELEMENTARY,HEIGHTS HIGH SCHOOL
23431940,2812,Princeton Street,,Houston,77009,Harris,Sunset Heights,Single-Family,2020,3,3,1,3.1,6,0,3,FALSE,2,"Mediterranean, Traditional",490000,9,Heights/Greater Heights,148,295,9/11/2020,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
23453730,12111,Westmere Drive,,Houston,77077,Harris,Briar Lake,Single-Family,1974,4,2,1,2.1,9,1,1,FALSE,0,Traditional,415000,31,Energy Corridor,4,4,2/2/2021,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,WESTSIDE HIGH SCHOOL
23531986,5005,Chenevert ,,Houston,77004,Harris,Museum District Towers,Single-Family,2020,4,3,1,3.1,6,0,3,FALSE,2,"Contemporary/Modern, Traditional",639900,17,Rice/Museum District,131,131,9/28/2020,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
23549544,4711,Jackson Street,,Houston,77004,Harris,Jackson Street Mews,Single-Family,2015,4,4,0,4,7,2,4,FALSE,2,Contemporary/Modern,675000,17,Rice/Museum District,19,198,1/18/2021,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
23586363,602,Yorkshire Street,,Houston,77022,Harris,Colonial Gardens,Single-Family,1946,2,1,0,1,2,0,1,FALSE,0,Traditional,250000,9,Northwest Houston,3,3,2/3/2021,HOUSTON ISD,HERRERA ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
23604668,5343,Larkin Street,,Houston,77007,Harris,Larkin Street Townhomes,Single-Family,2020,3,3,1,3.1,4,0,4,FALSE,2,Contemporary/Modern,521000,9,Cottage Grove,4,132,2/2/2021,HOUSTON ISD,LOVE ELEMENTARY,WALTRIP HIGH SCHOOL
23606214,4231,Apollo Street,,Houston,77018,Harris,Garden Oaks Sec 05,Single-Family,2020,4,3,0,3,6,0,2,FALSE,2,Contemporary/Modern,869000,9,Garden Oaks,65,177,12/3/2020,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
23612646,5832,Winsome Lane,,Houston,77057,Harris,WESTHEIMER GARDENS,Single-Family,2020,3,3,1,3.1,10,0,3,FALSE,2,Contemporary/Modern,515000,22,Galleria,8,8,1/29/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
23622543,3002,Virginia Street,,Houston,77098,Harris,David Crockett R/P,Single-Family,2021,5,6,1,6.1,14,1,2,TRUE,0,Contemporary/Modern,2749000,16,Upper Kirby,115,115,10/14/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
23623971,5321,Judalon Lane,,Houston,77056,Harris,Larchmont Sec 01,Single-Family,2020,4,4,2,4.2,10,1,2,TRUE,3,"Contemporary/Modern, Traditional",1749000,22,Galleria,81,81,11/17/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
23626901,5634,Praise Court ,,Houston,77048,Harris,Kingdom Come,Single-Family,0,3,2,0,2,3,0,2,FALSE,2,Traditional,220900,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
23681012,4424,Ione Street,,Bellaire,77401,Harris,Southdale,Single-Family,2009,4,4,0,4,12,1,2,FALSE,2,Traditional,899000,17,Bellaire Area,155,155,9/4/2020,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
23797675,1207,W Tidwell Road,,Houston,77091,Harris,Tidwell Grove,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Traditional,264900,9,Shepherd Park Plaza Area,23,23,1/14/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
23811079,5646,Ludington Drive,,Houston,77035,Harris,Westbury Sec 03 R/P,Single-Family,1958,3,2,0,2,3,0,1,FALSE,2,"Ranch, Traditional",220000,20,Brays Oaks,129,129,9/30/2020,HOUSTON ISD,ANDERSON ELEMENTARY,WESTBURY HIGH SCHOOL
23892728,5510,Holguin Hollow Street,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,2,2,1,2.1,4,0,2,FALSE,2,Traditional,312995,4,East End Revitalized,46,46,12/22/2020,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
23935015,2112,Main Street,,Houston,77098,Harris,Westlawn Terrace,Single-Family,1935,3,2,0,2,8,1,1,FALSE,2,Traditional,510000,16,Upper Kirby,400,400,1/3/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
23950267,2413,Rutland Street,,Houston,77008,Harris,Rutland Mews,Single-Family,2018,3,3,1,3.1,10,0,3,FALSE,2,Traditional,499990,9,Heights/Greater Heights,173,491,8/17/2020,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
23990208,5403,Meadow Lake Lane,,Houston,77056,Harris,Del Monte Sec 02 Rep,Single-Family,1954,4,3,1,3.1,9,1,1,FALSE,0,"Colonial, Contemporary/Modern",999900,22,Galleria,32,398,1/5/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
24064043,1210,Grove Street,,Houston,77020,Harris,Sydnor,Single-Family,2020,3,2,0,2,5,0,1,FALSE,0,Traditional,197000,2,Denver Harbor,26,26,1/11/2021,HOUSTON ISD,BRUCE ELEMENTARY,WHEATLEY HIGH SCHOOL
24087275,6212,Inwood Drive,,Houston,77057,Harris,Briargrove,Single-Family,2004,5,5,1,5.1,10,1,2,FALSE,2,Traditional,1899000,22,Briargrove,38,38,12/8/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
24104040,5338,Rutherglenn,,Houston,77096,Harris,Meyerland Sec 08 R/P F,Single-Family,1961,3,2,0,2,3,1,1,FALSE,2,Traditional,389900,20,Meyerland Area,121,121,10/8/2020,HOUSTON ISD,KOLTER ELEMENTARY,BELLAIRE HIGH SCHOOL
24120006,4313,Betty Street,,Bellaire,77401,Harris,Southdale,Single-Family,2006,4,3,1,3.1,11,1,2,FALSE,2,"Contemporary/Modern, Traditional",865000,17,Bellaire Area,22,22,1/15/2021,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
24166348,6047,Dumfries Drive,,Houston,77096,Harris,Maplewood South Sec 06,Single-Family,1964,5,3,0,3,9,1,1,FALSE,2,Traditional,449000,20,Brays Oaks,71,71,11/27/2020,HOUSTON ISD,ELROD ELEMENTARY,WESTBURY HIGH SCHOOL
24185831,5619,Feagan Street,,Houston,77007,Harris,Riverwood At Feagan Sec 01,Single-Family,2003,3,3,1,3.1,3,1,3,FALSE,2,Contemporary/Modern,585000,16,Rice Military/Washington Corridor,5,5,2/1/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
24188362,542,Cascade Street,,Bellaire,77401,Harris,Cedar Oaks Sec 02,Single-Family,2019,5,4,1,4.1,0,1,2,FALSE,2,"Contemporary/Modern, Other Style, Traditional",1275000,17,Bellaire Area,97,307,10/15/2020,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
24212652,1706,Northwood Street,,Houston,77009,Harris,Park at Northwood,Single-Family,2021,3,3,1,3.1,12,0,2,FALSE,2,"Contemporary/Modern, Other Style",441700,9,Heights/Greater Heights,24,136,1/13/2021,HOUSTON ISD,JEFFERSON ELEMENTARY,HEIGHTS HIGH SCHOOL
24238516,5046,Van Fleet,,Houston,77033,Harris,South Park,Single-Family,2020,4,2,1,2.1,6,0,2,FALSE,2,Contemporary/Modern,259000,3,Medical Center South,86,86,10/28/2020,HOUSTON ISD,KELSO ELEMENTARY,WORTHING HIGH SCHOOL
24273472,1739,Vassar  Street,A,Houston,77098,Harris,Vassar Courts,Single-Family,1998,3,3,0,3,7,1,3,FALSE,2,Traditional,480000,17,Rice/Museum District,16,137,1/21/2021,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
24275833,1905,25TH Street,,Houston,77008,Harris,Rio Vista South,Single-Family,2019,3,3,1,3.1,7,1,3,FALSE,2,Contemporary/Modern,688500,9,Heights/Greater Heights,105,105,10/24/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
24289083,8209,Parnell Street,,Houston,77051,Harris,Sunnyside Place,Single-Family,1945,3,2,0,2,8,0,1,FALSE,0,Traditional,144900,3,Medical Center South,18,18,1/14/2021,HOUSTON ISD,YOUNG ELEMENTARY,WORTHING HIGH SCHOOL
24301550,5211,Patrick Henry Street,,Bellaire,77401,Harris,Peaceful Valley Sec 01 02 R/P,Single-Family,2000,4,5,0,5,18,1,2,FALSE,2,Traditional,1149000,17,Bellaire Area,9,9,1/28/2021,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
24313943,5618,Schuler ,,Houston,77007,Harris,Rice Miltary,Single-Family,2018,3,2,1,2.1,8,0,2,FALSE,0,Traditional,614900,16,Rice Military/Washington Corridor,25,25,1/12/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
24353092,4717,Jackson  Street,B,Houston,77004,Harris,Macgregors Blodgett Park,Single-Family,2015,3,3,2,3.2,7,1,4,FALSE,2,Contemporary/Modern,749000,17,Rice/Museum District,170,170,8/20/2020,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
24470436,5957,Shady River,,Houston,77057,Harris,Tanglewood,Single-Family,1970,3,4,1,4.1,10,1,1,TRUE,2,Traditional,1925000,22,Tanglewood Area,58,112,12/10/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
24509312,5301,Braeburn Drive,,Bellaire,77401,Harris,Braeburn Cntry Club Estates Se,Single-Family,1948,2,2,0,2,2,0,1,FALSE,0,Traditional,750000,17,Bellaire Area,2,2,2/4/2021,HOUSTON ISD,LOVETT ELEMENTARY,BELLAIRE HIGH SCHOOL
24515679,11419,Briar Forest Drive,,Houston,77077,Harris,Village West Sec 03,Single-Family,1978,6,2,1,2.1,9,1,2,FALSE,1,Traditional,259000,31,Energy Corridor,96,96,11/2/2020,HOUSTON ISD,ASKEW ELEMENTARY,WESTSIDE HIGH SCHOOL
24527943,122,Redan Street,,Houston,77009,Harris,Stinde 1,Single-Family,1920,5,4,0,4,5,0,1,FALSE,1,"Other Style, Ranch",599900,9,Heights/Greater Heights,500,500,9/25/2019,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
24609584,710,Link Road,,Houston,77009,Harris,E Sunset Heights,Single-Family,1950,2,1,0,1,3,0,1,FALSE,1,Traditional,510000,9,Heights/Greater Heights,379,379,1/24/2020,HOUSTON ISD,JEFFERSON ELEMENTARY,HEIGHTS HIGH SCHOOL
24750791,8419,Roos Road,,Houston,77036,Harris,Sharpstown Cntry Cl Terrace Se,Single-Family,1965,3,2,0,2,4,1,1,FALSE,0,Traditional,238000,21,Sharpstown Area,7,7,1/20/2021,HOUSTON ISD,NEFF ELEMENTARY,SHARPSTOWN HIGH SCHOOL
24755039,9111,Kapri Lane,,Houston,77025,Harris,Woodside Sec 03,Single-Family,1958,3,3,0,3,6,0,1,FALSE,2,Ranch,675000,17,Knollwood/Woodside Area,29,150,1/8/2021,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
24757842,124,White Drive,,Bellaire,77401,Harris,White Subdivision,Single-Family,2014,3,2,1,2.1,3,0,2,FALSE,2,"Contemporary/Modern, Mediterranean, Traditional",749999,17,Bellaire Area,18,80,1/19/2021,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
24795278,10203,Preston Crest,,Houston,77042,Harris,Seagler Place,Single-Family,2017,3,3,1,3.1,6,1,2,FALSE,0,Traditional,869000,22,Briargrove Park/Walnutbend,50,50,12/18/2020,HOUSTON ISD,WALNUT BEND ELEMENTARY,WESTSIDE HIGH SCHOOL
24831623,3909,Ascot Lane,,Houston,77092,Harris,Brook-Woods Estates,Single-Family,1952,4,4,0,4,12,0,1,FALSE,0,Ranch,650000,9,Oak Forest West Area,4,4,2/2/2021,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
24873832,5526,Pershing Street,,Houston,77033,Harris,South Park,Single-Family,2020,3,2,1,2.1,7,1,2,FALSE,2,"Split Level, Traditional",225000,3,Medical Center South,18,382,1/19/2021,HOUSTON ISD,ALCOTT ELEMENTARY,WORTHING HIGH SCHOOL
24880804,1133,17th  Street,B,Houston,77008,Harris,Shady Acres,Single-Family,2021,2,2,1,2.1,9,0,2,FALSE,2,Contemporary/Modern,349990,9,Heights/Greater Heights,126,126,10/3/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
24899646,4801,Griggs  Road,A,Houston,77021,Harris,Macgregor Park Estates,Single-Family,2019,4,2,1,2.1,11,0,2,FALSE,2,Traditional,399000,4,University Area,93,503,11/5/2020,HOUSTON ISD,PECK ELEMENTARY,YATES HIGH SCHOOL
24925594,10317,Harmon Smith Drive,,Houston,77025,Harris,Avondale on Main Street,Single-Family,2020,3,2,1,2.1,11,0,2,FALSE,2,Traditional,369430,18,Medical Center Area,64,64,12/4/2020,HOUSTON ISD,SHEARN ELEMENTARY,MADISON HIGH SCHOOL
24927770,3367,Daphne,,Houston,77021,Harris,Southland Addition,Single-Family,2020,3,3,0,3,6,0,3,FALSE,2,Traditional,304000,4,University Area,131,131,9/28/2020,HOUSTON ISD,THOMPSON ELEMENTARY,YATES HIGH SCHOOL
24941469,142,Foxshire  Lane,A,Houston,77047,Harris,Almeda,Single-Family,2020,3,2,1,2.1,9,0,2,FALSE,2,Traditional,200000,3,Five Corners,1,43,2/5/2021,HOUSTON ISD,ALMEDA ELEMENTARY,WORTHING HIGH SCHOOL
24941956,7339,Eisenhower Road,,Houston,77033,Harris,South Park Sec 01,Single-Family,1947,3,1,0,1,5,0,1,FALSE,0,Traditional,115900,3,Medical Center South,29,29,1/8/2021,HOUSTON ISD,KELSO ELEMENTARY,WORTHING HIGH SCHOOL
24966498,2603,Stoney Brook Drive,,Houston,77063,Harris,Briarbend,Single-Family,1956,3,2,0,2,10,0,1,FALSE,2,Ranch,425000,8,Copperfield Area,149,149,9/8/2020,KATY ISD,BEAR CREEK ELEMENTARY,MAYDE CREEK HIGH SCHOOL
24973759,224,Heaney Drive,,Houston,77076,Harris,Clarks,Single-Family,1965,4,2,0,2,4,0,1,FALSE,2,Traditional,875000,9,Northwest Houston,124,124,10/5/2020,HOUSTON ISD,LYONS ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
24989750,1206,14th Street,,Houston,77008,Harris,Dorothy Street Twnhms,Single-Family,2013,3,3,1,3.1,3,0,3,FALSE,2,Traditional,385000,9,Heights/Greater Heights,117,117,10/5/2020,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
25026097,12916,Marciano Street,,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,8,0,2,FALSE,2,Traditional,212090,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
25031177,2207,Stanmore Drive,,Houston,77019,Harris,River Oaks,Single-Family,1945,4,4,1,4.1,9,2,2,TRUE,0,Contemporary/Modern,3385000,16,River Oaks Area,107,107,10/22/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
25092399,5223,Pensdale Street,,Houston,77033,Harris,Inwood Terrace Sec 02,Single-Family,1955,4,1,0,1,4,0,1,FALSE,0,Traditional,134000,3,Medical Center South,11,161,1/22/2021,HOUSTON ISD,BASTIAN ELEMENTARY,WORTHING HIGH SCHOOL
25116086,2420,Swift Boulevard,,Houston,77030,Harris,Wessex R/P,Single-Family,1940,4,3,1,3.1,11,2,2,FALSE,2,Traditional,1295000,17,Rice/Museum District,17,17,1/20/2021,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
25120242,5650,Hazen,,Houston,77081,Harris,Maplewood Sec 01,Single-Family,1957,4,1,1,1.1,4,0,1,FALSE,2,Traditional,295000,17,Meyerland Area,155,155,9/4/2020,HOUSTON ISD,BRAEBURN ELEMENTARY,BELLAIRE HIGH SCHOOL
25221761,8103,Bonhomme Road,,Houston,77074,Harris,Sharpstown Sec 03,Single-Family,1963,3,2,0,2,3,1,1,FALSE,2,Traditional,249990,21,Sharpstown Area,29,29,1/8/2021,HOUSTON ISD,MCNAMARA ELEMENTARY,SHARPSTOWN HIGH SCHOOL
25226562,3427,Timbergrove Heights Street,,Houston,77008,Harris,Timbergrove Heights,Single-Family,2018,3,2,1,2.1,11,0,2,FALSE,2,Contemporary/Modern,500000,9,Timbergrove/Lazybrook,9,9,1/28/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
25267061,4126,Lanark Lane,,Houston,77025,Harris,Ayrshire,Single-Family,1999,5,4,2,4.2,18,1,2,TRUE,2,"Contemporary/Modern, Traditional",1390000,17,Braeswood Place,59,157,12/9/2020,HOUSTON ISD,TWAIN ELEMENTARY,BELLAIRE HIGH SCHOOL
25308773,10603,Gulf Valley Street,,Houston,77075,Harris,Fuqua Gardens,Single-Family,2001,4,2,1,2.1,6,0,2,FALSE,0,Traditional,223000,3,Hobby Area,61,61,12/7/2020,HOUSTON ISD,MITCHELL ELEMENTARY,STERLING HIGH SCHOOL
25325660,1103,Waverly Street,,Houston,77008,Harris,Houston Heights,Single-Family,1940,0,0,0,0,0,0,1,FALSE,0,Traditional,565000,9,Heights/Greater Heights,80,80,11/18/2020,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
25356952,1813,Hardy Street,,Houston,77026,Harris,Cascara,Single-Family,1910,3,1,0,1,3,0,1,FALSE,0,Traditional,370000,9,Northside,10,61,1/27/2021,HOUSTON ISD,SHERMAN ELEMENTARY,NORTHSIDE HIGH SCHOOL
25368930,4927,Mercedes,,Houston,77022,Harris,Glenburnie,Single-Family,1955,3,1,0,1,3,0,1,FALSE,0,Ranch,135000,9,Northwest Houston,11,11,1/26/2021,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
25432234,2010,Goldsmith Street,,Houston,77030,Harris,Southgate,Single-Family,1940,4,4,1,4.1,12,1,2,FALSE,2,Traditional,1475000,17,Rice/Museum District,31,563,1/6/2021,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
25541252,3419,Houston Ave,,Houston,77009,Harris,Woodland Baptist,Single-Family,1920,3,2,0,2,3,0,1,FALSE,2,Victorian,650000,9,Heights/Greater Heights,486,486,10/9/2019,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
25561058,2020,Piney Point Road,,Piney Point Village,77063,Harris,Rolling Pines,Single-Family,2015,5,6,2,6.2,15,5,2,TRUE,3,Traditional,3349000,22,Memorial Villages,54,54,12/14/2020,HOUSTON ISD,EMERSON ELEMENTARY,WISDOM HIGH SCHOOL
25639464,2024,Buffalo Terrace,,Houston,77019,Harris,Temple Terrace,Single-Family,2012,3,3,2,3.2,7,2,4,TRUE,3,Contemporary/Modern,1495000,16,Montrose,30,30,1/7/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
25642362,816,Dorothy  ,A,Houston,77007,Harris,Oak Terrace,Single-Family,2016,3,2,1,2.1,3,1,2,FALSE,0,Contemporary/Modern,539100,9,Heights/Greater Heights,19,19,1/18/2021,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
25684456,6513,Macroom Meadows,,Houston,77048,Harris,South Meadow Place,Single-Family,2021,3,2,1,2.1,7,0,2,FALSE,2,Traditional,219990,3,Medical Center South,23,67,1/14/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
25707623,2227,Hutton Street,,Houston,77026,Harris,Home,Single-Family,1938,2,1,0,1,2,0,1,FALSE,0,Colonial,99900,2,Denver Harbor,201,201,7/20/2020,HOUSTON ISD,DOGAN ELEMENTARY,WHEATLEY HIGH SCHOOL
25752563,404,WELCH ,,Houston,77006,Harris,WELCH STREET VILLAS,Single-Family,2021,3,2,1,2.1,11,0,2,FALSE,2,"Contemporary/Modern, Traditional",629900,16,Montrose,12,177,1/25/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
25761043,4007,Gibson Street,,Houston,77007,Harris,Leverkuhn,Single-Family,1930,2,1,0,1,8,0,1,FALSE,0,Traditional,370000,16,Rice Military/Washington Corridor,15,15,1/22/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
25897636,1810,Nina Lee Lane,,Houston,77018,Harris,Oak Forest,Single-Family,2006,3,2,1,2.1,7,1,2,FALSE,2,Traditional,635000,9,Oak Forest East Area,4,4,2/2/2021,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
25898314,1907,La Magnolia Drive,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,3,2,1,2.1,3,0,2,FALSE,2,Traditional,332115,4,East End Revitalized,11,11,1/26/2021,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
25917622,5931,Greenmont Drive,,Houston,77092,Harris,Forest West,Single-Family,1965,3,2,0,2,9,1,1,FALSE,2,Traditional,339900,9,Oak Forest West Area,50,50,12/18/2020,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
