mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
25929121,5606,May Street,,Houston,77076,Harris,Yale Street Acres Sec 02,Single-Family,1935,10,4,0,4,10,0,1,FALSE,0,Traditional,200706,9,Northwest Houston,6,6,1/31/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
25951620,4611,Merwin Street,,Houston,77027,Harris,Afton Oaks Sec 01,Single-Family,1955,3,2,0,2,11,0,1,FALSE,2,Ranch,675000,16,Royden Oaks/Afton Oaks,16,16,1/21/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
25996363,2215,Potomac  Drive,D,Houston,77057,Harris,Westhaven Estates,Single-Family,1997,3,2,1,2.1,7,1,2,FALSE,2,Traditional,570000,22,Galleria,89,639,11/9/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
26012702,7538,Meadowyork Street,,Houston,77037,Harris,York Meadows,Single-Family,1950,3,2,0,2,8,0,1,FALSE,0,Traditional,235000,34,Northwest Houston,103,103,10/26/2020,HOUSTON ISD,MORENO ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
26022541,4617,Viking Drive,,Houston,77092,Harris,Oak Forest,Single-Family,1960,3,3,0,3,10,1,1,FALSE,0,Traditional,384950,9,Oak Forest West Area,30,164,1/7/2021,HOUSTON ISD,SMITH ELEMENTARY,SCARBOROUGH HIGH SCHOOL
26041021,4223,Charleston Street,,Houston,77021,Harris,Riverside Terrace Sec 18,Single-Family,2019,5,3,1,3.1,10,2,2,TRUE,3,Contemporary/Modern,1225000,4,Riverside,95,461,11/3/2020,HOUSTON ISD,PECK ELEMENTARY,YATES HIGH SCHOOL
26058564,4817,Linden Street,,Bellaire,77401,Harris,Bellaire Amd,Single-Family,2001,4,4,1,4.1,17,1,2,TRUE,2,"Mediterranean, Traditional",1699000,17,Bellaire Area,1,1,2/5/2021,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
26061449,4927,Braesvalley Drive,,Houston,77096,Harris,Meyerland,Single-Family,2017,5,4,1,4.1,13,1,2,FALSE,1,"Contemporary/Modern, French",1299000,20,Meyerland Area,288,288,4/24/2020,HOUSTON ISD,LOVETT ELEMENTARY,BELLAIRE HIGH SCHOOL
26095848,4802,Sherman Street,,Houston,77011,Harris,Oak Lawn,Single-Family,1936,3,2,0,2,4,1,1,FALSE,1,Traditional,325000,4,East End Revitalized,186,186,8/4/2020,HOUSTON ISD,BURNET ELEMENTARY,AUSTIN HIGH SCHOOL
26130291,9031,Hendon Lane,,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1967,5,2,0,2,9,1,2,FALSE,2,Traditional,285000,21,Sharpstown Area,49,49,12/10/2020,HOUSTON ISD,WHITE E ELEMENTARY,SHARPSTOWN HIGH SCHOOL
26183074,38,Blooming Grove Lane,,Houston,77077,Harris,PARKWAY VILLAGES SEC 9,Single-Family,1997,4,3,1,3.1,12,1,2,FALSE,2,Traditional,650000,31,Energy Corridor,169,169,8/21/2020,HOUSTON ISD,BUSH ELEMENTARY,WESTSIDE HIGH SCHOOL
26183110,11130,Endicott,,Houston,77035,Harris,Westbury Sec 01,Single-Family,1955,3,2,0,2,9,0,1,FALSE,0,Ranch,389900,20,Brays Oaks,16,16,1/21/2021,HOUSTON ISD,PARKER ELEMENTARY,WESTBURY HIGH SCHOOL
26199853,1629,Columbia Street,,Houston,77008,Harris,Houston Heights,Single-Family,1994,3,3,1,3.1,7,1,3,TRUE,2,Traditional,1350000,9,Heights/Greater Heights,281,281,5/1/2020,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
26202223,11011,Doud,,Houston,77035,Harris,Westbury Sec 01,Single-Family,1958,4,3,0,3,7,1,1,FALSE,2,Traditional,375000,20,Brays Oaks,32,32,1/5/2021,HOUSTON ISD,KOLTER ELEMENTARY,WESTBURY HIGH SCHOOL
26222190,4810,Austin  ,C,Houston,77004,Harris,Manors of Austin Green,Single-Family,2006,3,3,1,3.1,10,1,3,FALSE,0,Contemporary/Modern,569000,17,Rice/Museum District,31,31,1/6/2021,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
26226646,1817,Huldy Street,,Houston,77019,Harris,Vermont Crest Amd 1,Single-Family,2001,3,2,1,2.1,6,1,3,FALSE,2,Traditional,559000,16,River Oaks Shopping Area,9,178,1/28/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
26231484,507,Wilmington Drive,,Bellaire,77401,Harris,Richmond Post Oaks,Single-Family,1950,3,1,0,1,3,0,1,FALSE,1,"Ranch, Traditional",544000,17,Bellaire Area,96,688,11/2/2020,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
26260310,3844,Bellefontaine,,Houston,77025,Harris,Braes Heights Sec 01,Single-Family,2007,5,5,1,5.1,19,1,2,TRUE,2,"Mediterranean, Spanish",2100000,17,Braeswood Place,28,196,1/9/2021,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
26275087,6713,Peerless Street,,Houston,77021,Harris,Marbella at Del Rio,Single-Family,2021,3,2,1,2.1,3,0,2,FALSE,2,Contemporary/Modern,339000,4,University Area,3,3,2/3/2021,HOUSTON ISD,THOMPSON ELEMENTARY,YATES HIGH SCHOOL
26279460,4014,Tiffin Street,,Houston,77026,Harris,Collinswood Sec 02,Single-Family,1945,3,1,0,1,3,0,1,FALSE,0,Traditional,144900,2,Northside,3,3,2/3/2021,HOUSTON ISD,DOGAN ELEMENTARY,WHEATLEY HIGH SCHOOL
26295902,2711,Wichita Street,,Houston,77004,Harris,Riverside Ext,Single-Family,1946,4,3,0,3,12,1,2,FALSE,0,Traditional,500000,4,University Area,23,23,1/14/2021,HOUSTON ISD,LOCKHART ELEMENTARY,YATES HIGH SCHOOL
26315892,1537,Heights Boulevard,,Houston,77008,Harris,Houston Heights,Single-Family,1982,2,4,0,4,10,1,2,TRUE,1,Traditional,1079000,9,Heights/Greater Heights,255,544,5/27/2020,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
26318162,3806,Gardendale Drive,,Houston,77092,Harris,Shepherd Forest Sec 03,Single-Family,1966,3,2,0,2,7,0,1,FALSE,0,Traditional,309000,9,Oak Forest West Area,65,360,12/3/2020,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
26361517,5539,Firefly Street,,Houston,77017,Harris,Forest Oaks R/P,Single-Family,1952,3,2,0,2,7,0,1,FALSE,0,Traditional,175000,3,Hobby Area,7,7,1/30/2021,HOUSTON ISD,PATTERSON ELEMENTARY,CHAVEZ HIGH SCHOOL
26405425,5615,Locke Lane,,Houston,77056,Harris,Briarcroft,Single-Family,2007,4,3,1,3.1,9,1,2,FALSE,2,Contemporary/Modern,1197749,22,Galleria,9,587,1/28/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
26563150,11611,Highgrove,,Houston,77077,Harris,Lakeside Place Sec 04,Single-Family,1973,4,3,0,3,7,1,2,TRUE,2,Traditional,525000,31,Energy Corridor,29,93,1/8/2021,HOUSTON ISD,ASKEW ELEMENTARY,WESTSIDE HIGH SCHOOL
26585380,5206,Chandler ,,Houston,77007,Harris,Rice Military,Single-Family,2020,4,3,1,3.1,10,0,3,FALSE,2,Traditional,641000,16,Rice Military/Washington Corridor,17,537,1/20/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
26601732,2310,Dorrington  Street,A,Houston,77030,Harris,Hutchingson II,Single-Family,2000,4,3,1,3.1,8,1,3,FALSE,2,Mediterranean,650000,17,Rice/Museum District,74,74,11/24/2020,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
26673955,5001,Wedgewood,,Bellaire,77401,Harris,Post Oak Ct/Others-7495.02,Single-Family,1992,3,4,1,4.1,9,1,2,FALSE,2,Traditional,975000,17,Bellaire Area,95,95,11/3/2020,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
26696532,5218,Braesheather Drive,,Houston,77096,Harris,Meyerland Sec 08 R/P I,Single-Family,1964,4,3,0,3,8,0,1,FALSE,2,"Contemporary/Modern, Ranch",349000,20,Meyerland Area,57,57,12/11/2020,HOUSTON ISD,KOLTER ELEMENTARY,BELLAIRE HIGH SCHOOL
26732714,3330,Chevy Chase Drive,,Houston,77019,Harris,River Oaks,Single-Family,1961,6,9,2,9.2,26,4,2,TRUE,2,"Georgian, Traditional",4995000,16,River Oaks Area,95,342,10/19/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
26732984,9115,Cliffwood Court,,Houston,77096,Harris,Willow Meadows 18,Single-Family,1958,0,0,0,0,0,1,1,FALSE,2,Traditional,399000,17,Willow Meadows Area,125,125,10/4/2020,HOUSTON ISD,RED ELEMENTARY,BELLAIRE HIGH SCHOOL
26781787,5422,Cuerta Street,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2020,3,2,1,2.1,5,0,2,FALSE,2,Contemporary/Modern,310995,4,East End Revitalized,165,165,8/25/2020,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
26799719,7165,Brace Street,,Houston,77061,Harris,Garden Villas,Single-Family,1939,3,2,0,2,8,0,2,FALSE,2,Ranch,278000,3,Hobby Area,117,117,10/8/2020,HOUSTON ISD,GARDEN VILLAS ELEMENTARY,STERLING HIGH SCHOOL
26828911,9572,Longmont Drive,,Houston,77063,Harris,Woodlake Forest Sec 04a,Single-Family,1983,3,3,0,3,7,1,1,FALSE,0,Traditional,419950,22,Memorial West,43,43,12/25/2020,HOUSTON ISD,EMERSON ELEMENTARY,WISDOM HIGH SCHOOL
26847135,2106,Dunlavy Street,,Houston,77006,Harris,Sandy Side Add,Single-Family,2019,3,3,1,3.1,8,1,3,FALSE,2,Contemporary/Modern,659999,16,River Oaks Shopping Area,268,446,5/13/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
26880126,1807,Dunlavy Street,,Houston,77006,Harris,Montrose,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,2,Traditional,584900,16,Montrose,207,207,7/14/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
26915030,6208,Pickens Street,,Houston,77007,Harris,Pickens Memorial Park Terrace,Single-Family,2010,3,3,1,3.1,3,1,3,FALSE,2,"Split Level, Traditional",1100000,16,Memorial Park,5,5,2/1/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
26969900,7225,Rhobell Street,,Houston,77016,Harris,Scenic Woods,Single-Family,1952,2,1,0,1,2,0,1,FALSE,0,Traditional,97000,2,Northeast Houston,10,10,1/27/2021,HOUSTON ISD,SHADYDALE ELEMENTARY,NORTH FOREST HIGH SCHOOL
27079590,1941,Clay Street,,Houston,77019,Harris,Carnegie/River Oaks,Single-Family,2013,3,3,1,3.1,9,1,3,FALSE,2,Contemporary/Modern,995000,16,River Oaks Shopping Area,122,122,10/7/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
27081605,1405,26th Street,,Houston,77008,Harris,West Twenty 06 Street T H,Single-Family,2002,3,2,1,2.1,8,0,3,FALSE,0,Traditional,419900,9,Heights/Greater Heights,36,36,1/1/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
27087722,1716,Rosewood  Street,C,Houston,77004,Harris,Almeda Place Pt Rep 5,Single-Family,2020,3,3,1,3.1,11,0,3,FALSE,2,Contemporary/Modern,589000,17,Rice/Museum District,171,599,8/19/2020,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
27114505,629,26th Street,,Houston,77008,Harris,Sunset Heights,Single-Family,1928,2,1,0,1,3,0,1,FALSE,0,Traditional,375000,9,Heights/Greater Heights,78,404,11/14/2020,HOUSTON ISD,FIELD ELEMENTARY,HEIGHTS HIGH SCHOOL
27141157,7930,Sunbury Street,,Houston,77028,Harris,Quimby,Single-Family,1940,3,1,0,1,8,0,1,FALSE,0,Traditional,156000,2,Northeast Houston,32,32,1/5/2021,HOUSTON ISD,ELMORE ELEMENTARY,KASHMERE HIGH SCHOOL
27168972,4817,Alvin Street,,Houston,77033,Harris,Chocolate Bayou Estates,Single-Family,2021,3,2,1,2.1,6,0,1,FALSE,2,Traditional,250000,3,Medical Center South,113,292,10/16/2020,HOUSTON ISD,BASTIAN ELEMENTARY,WORTHING HIGH SCHOOL
27182049,4012,Barnes Street,,Houston,77007,Harris,Keystone/Jackson Hill,Single-Family,2015,4,4,1,4.1,7,0,4,FALSE,2,"French, Mediterranean",675000,16,Rice Military/Washington Corridor,22,22,1/15/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
27183914,4713,Vernon Street,,Houston,77020,Harris,Pinecrest Court Sec 02,Single-Family,1941,4,3,0,3,4,0,2,FALSE,0,Traditional,169000,2,Denver Harbor,57,113,10/30/2020,HOUSTON ISD,HENDERSON N ELEMENTARY,WHEATLEY HIGH SCHOOL
27201173,4604,Fisk St. A Street,,Houston,77009,Harris,Fisk Court,Single-Family,2020,3,2,1,2.1,9,0,2,FALSE,0,Contemporary/Modern,360000,9,Northside,34,201,1/3/2021,HOUSTON ISD,JEFFERSON ELEMENTARY,NORTHSIDE HIGH SCHOOL
27253216,2,Longfellow Lane,,Houston,77005,Harris,Shadyside,Single-Family,1921,5,6,3,6.3,16,7,2,TRUE,3,"English, Georgian, Other Style, Traditional",10900000,17,Rice/Museum District,114,290,10/15/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
27301988,4359,Fiesta ,,Houston,77004,Harris,University Oaks,Single-Family,2004,3,2,1,2.1,17,1,2,FALSE,2,"Mediterranean, Spanish",749500,4,University Area,77,77,11/20/2020,HOUSTON ISD,LOCKHART ELEMENTARY,YATES HIGH SCHOOL
27314558,5326,Fayette Street,,Houston,77056,Harris,Village/Tereglio,Single-Family,2012,5,4,1,4.1,9,0,4,FALSE,2,"Mediterranean, Spanish, Traditional",875000,22,Galleria,102,102,10/27/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
27316316,4003,Feagan Unit 4 Street,,Houston,77007,Harris,Villas/Feagan,Single-Family,2004,4,3,1,3.1,10,1,3,FALSE,2,Traditional,429000,16,Rice Military/Washington Corridor,88,88,11/10/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
27322240,8614,Amadwe St Street,,Houston,77051,Harris,East Sunnyside Court Sec 01,Single-Family,0,3,2,0,2,5,0,1,FALSE,1,"Contemporary/Modern, Traditional",191700,3,Medical Center South,210,210,7/11/2020,HOUSTON ISD,BASTIAN ELEMENTARY,WORTHING HIGH SCHOOL
27435759,970,Dunleigh Meadows,,Houston,77055,Harris,Somerset Green,Single-Family,2021,3,3,1,3.1,7,0,3,FALSE,2,Georgian,599000,9,Timbergrove/Lazybrook,25,227,1/12/2021,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
27436532,5504,Sturbridge Drive,,Houston,77056,Harris,Tanglewood,Single-Family,1960,4,3,1,3.1,4,2,1,FALSE,0,Traditional,2250000,22,Tanglewood Area,115,115,10/14/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
27472465,8111,Roswell Street,,Houston,77022,Harris,Dawnridge,Single-Family,1949,2,2,0,2,2,0,1,FALSE,2,Colonial,260000,9,Northwest Houston,169,169,8/21/2020,HOUSTON ISD,JANOWSKI ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
27485315,402,28th Street,,Houston,77008,Harris,Houston Heights,Single-Family,2015,4,4,0,4,10,0,2,FALSE,2,Traditional,564900,9,Heights/Greater Heights,31,520,1/6/2021,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
27518211,6123,Sugar Hill,,Houston,77057,Harris,Briargrove,Single-Family,1957,3,2,0,2,10,1,1,FALSE,2,Traditional,1099000,22,Briargrove,353,353,2/16/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
27544232,3738,Childress Street,,Houston,77005,Harris,Sunset Terrace Sec 12,Single-Family,2007,6,5,1,5.1,15,1,2,FALSE,3,Traditional,1249000,17,West University/Southside Area,59,286,12/9/2020,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
27548899,2010,Brimberry Street,,Houston,77018,Harris,OAK FOREST,Single-Family,1955,3,3,0,3,9,0,1,FALSE,0,Traditional,449000,9,Oak Forest East Area,246,429,6/5/2020,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
27569870,3405,Ridgeway Valley,,Houston,77055,Harris,Somerset Green,Single-Family,2020,3,3,1,3.1,8,0,3,FALSE,2,Contemporary/Modern,629999,9,Timbergrove/Lazybrook,60,334,12/8/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
27637857,1039,Harvard Street,,Houston,77008,Harris,Houston Heights,Single-Family,2021,4,3,2,3.2,13,1,2,FALSE,2,"Contemporary/Modern, Traditional",1750000,9,Heights/Greater Heights,73,73,11/25/2020,HOUSTON ISD,HARVARD ELEMENTARY,HEIGHTS HIGH SCHOOL
27649560,2818,Grand Fountains ,B,Houston,77054,Harris,Medical Center,Single-Family,2021,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,389990,18,Medical Center Area,59,59,12/9/2020,HOUSTON ISD,SHEARN ELEMENTARY,MADISON HIGH SCHOOL
27665268,1813,14th Street,,Houston,77008,Harris,Clark Pines,Single-Family,1949,3,1,0,1,3,0,2,FALSE,1,Traditional,519000,9,Heights/Greater Heights,78,78,11/20/2020,HOUSTON ISD,LOVE ELEMENTARY,WALTRIP HIGH SCHOOL
27668995,5630,Coastal Way,,Houston,77085,Harris,Post Oak Place Sec 03,Single-Family,2002,4,2,0,2,4,0,1,FALSE,0,Contemporary/Modern,220000,20,Five Corners,2,10,2/4/2021,HOUSTON ISD,HINES-CALDWELL,MADISON HIGH SCHOOL
27689596,4221,Eli Street,,Houston,77007,Harris,Rice Military,Single-Family,2020,3,3,1,3.1,7,0,3,FALSE,2,Contemporary/Modern,439990,16,Rice Military/Washington Corridor,165,165,8/25/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
27733704,408,30th Street,,Houston,77018,Harris,Garden Oaks,Single-Family,1938,2,1,0,1,6,0,1,FALSE,1,Traditional,460000,9,Garden Oaks,2,2,2/4/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WASHINGTON B T HIGH SCHOOL
27749182,1226,Place Royale Way ,,Houston,77056,Harris,Place des Vosges,Single-Family,2013,4,4,1,4.1,15,3,4,FALSE,2,French,2395000,22,Tanglewood Area,248,248,6/3/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
27753665,1635,Sul Ross Street,,Houston,77006,Harris,Lancaster Place,Single-Family,2021,4,4,1,4.1,11,1,3,FALSE,2,Traditional,1850000,16,Montrose,74,74,11/24/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
27768643,5019,Creekmont Drive,,Houston,77091,Harris,Rosslyn Heights 1,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Contemporary/Modern,364900,9,Northwest Houston,0,0,2/6/2021,HOUSTON ISD,SMITH ELEMENTARY,SCARBOROUGH HIGH SCHOOL
27793277,2703,Mid  Lane,4,Houston,77027,Harris,West Lane Place,Single-Family,1990,3,3,1,3.1,8,2,3,FALSE,2,Traditional,869000,16,Highland Village/Midlane,29,238,1/8/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
27828935,141,Knightsbridge Park Lane,,Houston,77018,Harris,Park at Yale,Single-Family,2021,3,2,1,2.1,8,0,2,FALSE,2,"Contemporary/Modern, Other Style",294700,9,Northwest Houston,23,23,1/14/2021,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
27837902,4260,Dartmouth Avenue,,West University Place,77005,Harris,College Court Place,Single-Family,1945,2,1,0,1,2,0,1,FALSE,2,Traditional,749998,17,West University/Southside Area,33,578,1/4/2021,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
27839695,1404,Wrightwood,,Houston,77009,Harris,Wrightwood,Single-Family,2020,4,3,0,3,11,0,4,FALSE,2,Traditional,850000,9,Heights/Greater Heights,2,184,2/4/2021,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
27842747,8647,Cedardale Park Drive,,Houston,77063,Harris,Briarmont,Single-Family,2021,3,2,1,2.1,10,0,2,FALSE,2,Traditional,389905,22,Briarmeadow/Tanglewilde,66,66,12/2/2020,HOUSTON ISD,PINEY POINT ELEMENTARY,WISDOM HIGH SCHOOL
27849432,1612,Bonner E Street,,Houston,77007,Harris,Sessums Tr,Single-Family,1965,2,1,0,1,2,0,1,FALSE,0,Traditional,299000,16,Rice Military/Washington Corridor,82,82,11/12/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
27885848,1811,Althea Drive,,Houston,77018,Harris,Oak Forest Sec 10,Single-Family,2020,4,5,1,5.1,17,2,2,FALSE,2,"Contemporary/Modern, Traditional",914500,9,Oak Forest East Area,120,256,10/4/2020,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
27923841,2015,Brimberry Street,,Houston,77018,Harris,Oak Forest,Single-Family,1956,3,2,0,2,8,0,1,FALSE,0,Traditional,525000,9,Oak Forest East Area,24,24,1/13/2021,HOUSTON ISD,STEVENS ELEMENTARY,WALTRIP HIGH SCHOOL
27976382,6511,Macroom Meadows Lane,,Houston,77048,Harris,South Meadow Place,Single-Family,2020,3,2,1,2.1,6,0,2,FALSE,2,Traditional,203990,3,Medical Center South,23,67,1/14/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
27986762,5709,Tuskegee,,Houston,77091,Harris,Highland Heights Add,Single-Family,1942,2,1,1,1.1,2,0,1,FALSE,0,Traditional,399000,9,Northwest Houston,496,496,7/26/2019,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
28042221,3318,Braeswood Blvd,,Houston,77025,Harris,Southern Oaks Sec 02,Single-Family,1950,4,3,0,3,4,1,1,FALSE,0,Traditional,699999,17,Braeswood Place,4,4,2/2/2021,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
28142989,815,Sara Rose Street,,Houston,77018,Harris,Tesslynn,Single-Family,1960,2,1,0,1,6,0,1,FALSE,0,"Ranch, Traditional",375000,9,Oak Forest East Area,10,92,1/27/2021,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
28179759,2604,University Boulevard,,West University Place,77005,Harris,Virginia Court,Single-Family,2020,4,4,1,4.1,12,2,2,TRUE,3,Contemporary/Modern,2765000,17,West University/Southside Area,114,249,10/15/2020,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,LAMAR HIGH SCHOOL
28204414,5105,Itiel Street,,Houston,77048,Harris,Maple Village,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,2,Traditional,223990,3,Medical Center South,37,115,12/31/2020,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
28236292,1508,Hedrick Street,,Houston,77011,Harris,Hendrick Estates,Single-Family,2021,2,2,1,2.1,5,0,2,FALSE,0,"Contemporary/Modern, Other Style, Ranch, Traditional",259900,4,East End Revitalized,92,92,11/6/2020,HOUSTON ISD,FRANKLIN ELEMENTARY,AUSTIN HIGH SCHOOL
28264674,4523,Redbud Street,,Houston,77051,Harris,Sunnyside Courts,Single-Family,2020,4,2,1,2.1,11,0,2,FALSE,2,"Other Style, Traditional",318793,3,Medical Center South,89,89,11/9/2020,HOUSTON ISD,YOUNG ELEMENTARY,WORTHING HIGH SCHOOL
28266768,3702,Braeswood Boulevard,,Houston,77025,Harris,Braes Heights Sec 13,Single-Family,1952,0,0,0,0,0,0,1,FALSE,0,Traditional,429000,17,Braeswood Place,44,226,12/24/2020,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
28286726,3721,Overbrook Lane,,Houston,77027,Harris,Royden Oaks,Single-Family,2021,5,6,1,6.1,13,1,3,FALSE,3,Contemporary/Modern,3599000,16,River Oaks Area,22,139,1/15/2021,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
28311780,9306,Hendon,,Houston,77036,Harris,Sharpstown Country Club Terrac,Single-Family,1972,4,2,0,2,9,1,1,FALSE,2,Traditional,280000,21,Sharpstown Area,78,78,11/20/2020,HOUSTON ISD,WHITE E ELEMENTARY,SHARPSTOWN HIGH SCHOOL
28328422,11018,Atwell Drive,,Houston,77096,Harris,Westbury Sec 05 R/P,Single-Family,1959,4,2,0,2,10,0,1,FALSE,2,English,399000,20,Brays Oaks,76,76,11/22/2020,HOUSTON ISD,PARKER ELEMENTARY,WESTBURY HIGH SCHOOL
28355431,4376,Varsity Lane,,Houston,77004,Harris,University Oaks,Single-Family,1939,3,2,0,2,6,0,1,FALSE,1,Traditional,375000,4,University Area,29,29,1/8/2021,HOUSTON ISD,LOCKHART ELEMENTARY,YATES HIGH SCHOOL
28406857,1818,Rosewood Street,,Houston,77004,Harris,Museum District Area,Single-Family,1938,3,2,1,2.1,10,1,2,FALSE,2,Traditional,575000,17,Rice/Museum District,2,2,2/4/2021,HOUSTON ISD,MACGREGOR ELEMENTARY,LAMAR HIGH SCHOOL
28416470,3506,Omeara,,Houston,77025,Harris,Contemporary Main,Single-Family,2008,3,2,1,2.1,7,1,3,FALSE,2,Contemporary/Modern,275000,20,Willow Meadows Area,64,93,12/4/2020,HOUSTON ISD,SHEARN ELEMENTARY,MADISON HIGH SCHOOL
28437332,9702,Rice Avenue,,Houston,77096,Harris,Meyerland Sec 08 R/P G,Single-Family,1964,4,2,1,2.1,9,0,1,TRUE,2,Traditional,439900,20,Meyerland Area,96,96,11/2/2020,HOUSTON ISD,KOLTER ELEMENTARY,BELLAIRE HIGH SCHOOL
28512884,8604,Hollyoaks Creek Lane,,Houston,77063,Harris,Briarmont Sec 1,Single-Family,2018,3,2,2,2.2,6,0,3,FALSE,2,Traditional,382500,22,Briarmeadow/Tanglewilde,74,74,11/24/2020,HOUSTON ISD,PINEY POINT ELEMENTARY,WISDOM HIGH SCHOOL
28512892,4006,Woodshire Street,,Houston,77025,Harris,Westwood Sec 01,Single-Family,1952,0,0,0,0,0,0,1,FALSE,0,Traditional,170000,20,Willow Meadows Area,67,164,12/1/2020,HOUSTON ISD,SHEARN ELEMENTARY,WESTBURY HIGH SCHOOL
28526330,4804,Bellaire Boulevard,,Bellaire,77401,Harris,Town/Bellaire,Single-Family,1946,3,4,0,4,13,2,1,FALSE,2,Ranch,924000,17,Bellaire Area,16,16,1/21/2021,HOUSTON ISD,CONDIT ELEMENTARY,BELLAIRE HIGH SCHOOL
