mls,street_number,street_name,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
44594572,5526,Margarita,Houston,77020,Harris,Buena Vista,Single-Family,1938,3,2,0,2.0,7,0,1,False,0,Traditional,250000,2,Denver Harbor,340,340,2/20/2020,HOUSTON ISD,HENDERSON N EL,WHEATLEY H S
58725479,3906,Kress,Houston,77026,Harris,Liberty Gardens Sec 01,Single-Family,2020,3,2,0,2.0,3,0,1,False,0,Other Style,189999,2,Northside,145,145,9/14/2020,HOUSTON ISD,ISAACS EL,WHEATLEY H S
60836307,4110,Dabney,Houston,77026,Harris,Liberty Gardens Sec 01,Single-Family,1932,2,1,0,1.0,4,0,1,False,0,Other Style,130000,2,Northside,93,186,11/5/2020,HOUSTON ISD,ISAACS EL,WHEATLEY H S
89005361,4202,Pickfair,Houston,77026,Harris,Kashmere Gardens,Single-Family,1992,3,2,0,2.0,3,0,1,False,0,Traditional,117900,2,Northside,2,2,2/4/2021,HOUSTON ISD,ISAACS EL,WHEATLEY H S
95833728,4301,Los Angeles,Houston,77026,Harris,Crane Street Gardens,Single-Family,1944,2,1,0,1.0,2,0,1,False,0,Traditional,165000,2,Northside,117,510,10/12/2020,HOUSTON ISD,ISAACS EL,WHEATLEY H S
50618931,4706,Collingsworth,Houston,77026,Harris,Augusta,Single-Family,1940,3,2,0,2.0,6,0,1,False,0,Traditional,159000,2,Northside,58,58,12/10/2020,HOUSTON ISD,ISAACS EL,WHEATLEY H S
10903051,5902,Crane,Houston,77026,Harris,Liberty Gardens Ext,Single-Family,1950,3,2,0,2.0,9,0,1,False,1,Traditional,176000,2,Northside,7,7,1/30/2021,HOUSTON ISD,ISAACS EL,WHEATLEY H S
6372235,1220,Saint Charles,Houston,77003,Harris,St Charles Court Sec 02 Rep 01,Single-Family,2011,3,2,1,2.1,4,0,2,False,2,Traditional,367000,4,East End Revitalized,30,30,1/7/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
73366224,1314,Nagle,Houston,77003,Harris,Buffalo Bayou Add,Single-Family,2014,3,3,1,3.1,10,1,3,True,2,Traditional,695000,4,East End Revitalized,3,99,2/3/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
92325908,1609,Saint Charles #B,Houston,77003,Harris,Trails/St Charles Street Sub,Single-Family,2012,3,2,1,2.1,6,0,2,False,2,Contemporary/Modern,379900,4,East End Revitalized,1,1,2/5/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
79497992,1706,Eado Point,Houston,77003,Harris,Eado Point,Single-Family,2017,3,3,1,3.1,6,0,3,False,2,Contemporary/Modern,425000,4,East End Revitalized,29,29,1/8/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
61837203,1709,Aden Mist,Houston,77003,Harris,Midtown Village,Single-Family,2005,2,2,1,2.1,5,0,2,False,0,Contemporary/Modern,279900,4,East End Revitalized,65,65,12/3/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
90804488,1725,Aden,Houston,77003,Harris,Midtown Village,Single-Family,2005,2,2,1,2.1,6,0,2,False,2,Split Level,299999,4,East End Revitalized,0,120,2/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
84439724,1727,Aden Mist,Houston,77003,Harris,Midtown Village,Single-Family,2005,2,2,0,2.0,5,0,2,False,1,Traditional,275000,4,East End Revitalized,66,66,12/2/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
94488058,1736,Live Oak,Houston,77003,Harris,Live Oaks Court Sub,Single-Family,2013,3,3,1,3.1,6,0,3,False,2,Traditional,379000,4,East End Revitalized,10,10,1/27/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
35919711,1737,Aden,Houston,77003,Harris,Midtown Village,Single-Family,2006,2,2,0,2.0,9,0,2,False,2,Other Style,289900,4,East End Revitalized,133,133,9/26/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
47973287,1806,Elite,Houston,77003,Harris,EaDo,Single-Family,2020,3,3,1,3.1,6,0,4,False,2,Contemporary/Modern,409000,4,East End Revitalized,34,750,1/3/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
93910011,2411,Pease,Houston,77003,Harris,Skyline Lofts/Pease,Single-Family,2020,3,3,1,3.1,6,0,3,False,2,"Contemporary/Modern, Split Level",380000,4,East End Revitalized,105,105,10/24/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
52026606,2413,Pease,Houston,77003,Harris,Skyline Lofts/Pease,Single-Family,2020,3,3,1,3.1,7,0,3,False,0,Contemporary/Modern,380000,4,East End Revitalized,103,103,10/26/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
66785241,2514,Mckinney,Houston,77003,Harris,Ssbb,Single-Family,1930,4,3,1,3.1,7,0,2,False,2,"Contemporary/Modern, Mediterranean, Other Style, Split Level, Traditional",800000,4,East End Revitalized,66,66,12/2/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
98568963,2608,Polk,Houston,77003,Harris,Eado Place,Single-Family,2015,3,3,1,3.1,7,0,4,False,0,Contemporary/Modern,380000,4,East End Revitalized,57,57,12/11/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
85878670,2610,Capitol,Houston,77003,Harris,Capitol Oaks Sec 01 Amd Place,Single-Family,2012,3,3,1,3.1,9,1,3,False,2,"English, Other Style, Traditional",405000,4,East End Revitalized,15,236,1/22/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
70416909,2618,Texas,Houston,77003,Harris,Capitol Oaks Sec 03 Rep 01,Single-Family,2009,3,3,1,3.1,5,1,3,False,2,Contemporary/Modern,419900,4,East End Revitalized,26,84,1/11/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
12068812,2703,Bell,Houston,77003,Harris,Eado Skyline Rep 1,Single-Family,2015,3,3,1,3.1,7,0,4,False,0,Contemporary/Modern,423000,4,East End Revitalized,3,90,2/3/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
83398890,2710,Polk,Houston,77003,Harris,Eado,Single-Family,2014,3,3,1,3.1,3,0,3,False,0,Contemporary/Modern,365000,4,East End Revitalized,2,2,2/4/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
98412808,2718,EaDo Grove,Houston,77003,Harris,EaDo,Single-Family,2020,3,3,1,3.1,12,0,3,False,2,Contemporary/Modern,414990,4,East End Revitalized,5,5,2/1/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
6161813,2721,Eado Point,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,12,0,3,False,2,Contemporary/Modern,394990,4,East End Revitalized,4,4,2/2/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
28694421,2830,Leeland,Houston,77003,Harris,Leeland Gardens,Single-Family,2006,3,3,0,3.0,6,0,3,False,0,Traditional,365000,4,East End Revitalized,60,60,12/8/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
34994664,2920,Rusk,Houston,77003,Harris,Capital Oaks,Single-Family,2017,3,3,1,3.1,3,1,3,False,2,Traditional,454900,4,East End Revitalized,46,46,12/22/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
45613193,3003,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,439000,4,East End Revitalized,31,117,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
50835922,3005,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,525000,4,East End Revitalized,31,121,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
6130766,3012,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
96492724,3013,Bell,Houston,77003,Harris,Samir Place,Single-Family,2016,3,3,1,3.1,5,0,3,False,2,Traditional,370000,4,East End Revitalized,5,122,2/1/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
34372551,3014,Dallas,Houston,77003,Harris,Palmer Square,Single-Family,2004,2,2,0,2.0,2,0,3,False,0,Contemporary/Modern,275000,4,East End Revitalized,10,10,1/27/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
30274672,3014,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
23181973,3016,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
74481938,3018,Markle,Houston,77003,Harris,EaDo,Single-Family,2021,3,3,1,3.1,6,0,4,False,3,Contemporary/Modern,399000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
88086540,3202,Lamar,Houston,77003,Harris,Eado Trls,Single-Family,2013,2,2,1,2.1,6,0,2,False,2,Contemporary/Modern,323500,4,East End Revitalized,3,3,2/3/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
97142901,3204,Lamar,Houston,77003,Harris,Eado Trls,Single-Family,2013,2,2,1,2.1,5,0,2,False,2,Contemporary/Modern,318000,4,East End Revitalized,25,25,1/12/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
87660222,3238,Lamar,Houston,77003,Harris,Eado Trls,Single-Family,2013,2,2,1,2.1,5,0,2,False,2,Contemporary/Modern,325000,4,East End Revitalized,2,2,2/4/2021,HOUSTON ISD,LANTRIP EL,WHEATLEY H S
76679839,7119,Palestine,Houston,77020,Harris,Liberty Heights Sec 04,Single-Family,1920,2,1,0,1.0,2,0,1,False,1,Other Style,98450,2,Denver Harbor,3,3,2/3/2021,HOUSTON ISD,MARTINEZ R EL,WHEATLEY H S
10750365,7225,Tremper,Houston,77020,Harris,Houston Harbor,Single-Family,1998,4,3,1,3.1,4,0,2,False,2,Traditional,299900,2,Denver Harbor,142,142,7/31/2020,HOUSTON ISD,MARTINEZ R EL,WHEATLEY H S
40751917,7232,Abilene,Houston,77020,Harris,Houston Harbor,Single-Family,1946,3,1,0,1.0,4,0,1,False,0,Traditional,285000,2,Denver Harbor,100,100,10/29/2020,HOUSTON ISD,MARTINEZ R EL,WHEATLEY H S
85777797,7335,Market,Houston,77020,Harris,Houston Harbor,Single-Family,1940,2,1,0,1.0,2,0,1,False,0,Traditional,125000,2,Denver Harbor,149,149,9/10/2020,HOUSTON ISD,MARTINEZ R EL,WHEATLEY H S
71152797,7416,Abilene,Houston,77020,Harris,Houston Harbor,Single-Family,1976,3,2,0,2.0,3,0,1,False,0,Traditional,190000,2,Denver Harbor,57,57,12/11/2020,HOUSTON ISD,MARTINEZ R EL,WHEATLEY H S
35007740,311,Terminal,Houston,77020,Harris,Denver Harbor,Single-Family,1950,3,1,0,1.0,9,0,1,False,0,Traditional,191000,2,Denver Harbor,78,78,11/20/2020,HOUSTON ISD,SCROGGINS EL,WHEATLEY H S
93652238,318,Terminal,Houston,77020,Harris,Denver Harbor Sec 03,Single-Family,1950,3,1,0,1.0,5,0,1,False,0,Ranch,179900,2,Denver Harbor,111,256,10/15/2020,HOUSTON ISD,SCROGGINS EL,WHEATLEY H S
55807179,7424,Victoria,Houston,77020,Harris,Houston Harbor,Single-Family,1948,3,2,0,2.0,5,0,1,False,0,Traditional,239000,2,Denver Harbor,9,9,1/28/2021,HOUSTON ISD,SCROGGINS EL,WHEATLEY H S
56787775,2,Pinewold Ct,Houston,77056,Harris,Court At Pinwold Park R/P,Single-Family,1995,4,3,1,3.1,8,2,3,False,0,French,945000,22,Tanglewood Area,53,53,12/9/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
22686426,2,Wynden Oaks,Houston,77056,Harris,Wynden Oaks R/P,Single-Family,1998,4,3,1,3.1,12,3,3,False,2,Traditional,1390000,22,Tanglewood Area,282,381,4/30/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
92687204,21,Wynden #5,Houston,77056,Harris,West Oaks,Single-Family,1999,4,4,1,4.1,13,2,2,False,2,Traditional,1499000,22,Tanglewood Area,139,322,9/20/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
78501736,32,Wynden,Houston,77056,Harris,West Oaks No 2,Single-Family,1940,0,4,1,4.1,0,2,1,False,0,Traditional,8999000,22,Tanglewood Area,468,468,10/23/2019,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
474952,42,Broad Oaks,Houston,77056,Harris,Broad Oaks,Single-Family,1964,4,5,0,5.0,7,1,2,True,0,Traditional,1390000,22,Tanglewood Area,184,184,8/6/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
49764750,202,Pine Shadows,Houston,77056,Harris,Pine Shadows,Single-Family,2020,5,5,1,5.1,13,1,2,False,4,Traditional,3449000,22,Tanglewood Area,26,122,1/11/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
38050643,238,Maple Valley,Houston,77056,Harris,Tanglewood Sec 11,Single-Family,2015,5,6,1,6.1,13,3,2,True,3,French,3350000,22,Tanglewood Area,10,10,1/27/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
93085439,502,Shadywood,Houston,77057,Harris,Tanglewood Sec 17,Single-Family,1979,3,3,1,3.1,14,2,2,True,2,Traditional,4200000,22,Tanglewood Area,133,133,9/26/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
29114226,674,Shady Hollow,Houston,77056,Harris,Tanglewood,Single-Family,1960,5,4,2,4.2,13,1,1,False,0,Traditional,3600000,22,Tanglewood Area,121,543,10/8/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
35526294,720,Chimney Rock,Houston,77056,Harris,Tanglewood,Single-Family,1950,3,2,1,2.1,18,2,2,True,2,Ranch,875000,22,Tanglewood Area,68,68,11/30/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
87854049,934,Briar Ridge,Houston,77057,Harris,Tanglewood,Single-Family,1962,4,3,1,3.1,7,1,1,True,3,Traditional,1300000,22,Tanglewood Area,54,54,12/14/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
40994153,1005,River Bend,Houston,77063,Harris,Riverbend,Single-Family,1960,4,3,1,3.1,11,3,3,False,2,"Split Level, Traditional",1875000,22,Memorial Villages,166,166,8/24/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
97900654,1010,Nantucket #F,Houston,77057,Harris,Park at Nantucket,Single-Family,2008,4,3,1,3.1,14,2,3,False,2,Traditional,1125000,22,Galleria,36,220,1/1/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
28591492,1110,Longmont Place,Houston,77056,Harris,Longmont Place,Single-Family,2008,4,4,2,4.2,9,3,2,True,2,Mediterranean,2499900,22,Tanglewood Area,323,323,3/20/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
15244885,1120,Wynden Villa,Houston,77056,Harris,Wynden Creek Villas,Single-Family,2005,4,4,1,4.1,13,3,3,False,2,"French, Traditional",1395000,22,Tanglewood Area,819,1337,11/6/2018,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
37623074,1214,Potomac,Houston,77057,Harris,Westhaven Estates Sec 02,Single-Family,1999,4,3,1,3.1,11,2,2,False,2,Traditional,895000,22,Galleria,185,185,8/5/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
88933905,1223,Nantucket,Houston,77057,Harris,Westhaven Estates,Single-Family,1996,4,4,1,4.1,10,2,3,False,2,"Other Style, Traditional",649000,22,Galleria,15,198,1/22/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
57370805,1225,Nantucket,Houston,77057,Harris,Westhaven Estates,Single-Family,1996,4,4,1,4.1,11,1,3,False,2,Traditional,769000,22,Galleria,11,219,1/26/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
27749182,1226,Place Royale Way,Houston,77056,Harris,Place des Vosges,Single-Family,2013,4,4,1,4.1,15,3,4,False,2,French,2395000,22,Tanglewood Area,248,248,6/3/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
74780259,1264,Wood Hollow,Houston,77057,Harris,Tanglewood Hollow,Single-Family,2021,3,3,1,3.1,3,0,4,False,2,Traditional,1100000,22,Briargrove,29,29,1/8/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
23302582,1272,Wood Hollow,Houston,77057,Harris,Tanglewood Hollow,Single-Family,2021,3,3,1,3.1,4,0,4,False,2,Traditional,749900,22,Briargrove,8,818,1/29/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
77592956,1503,Potomac,Houston,77057,Harris,Westhaven Estates,Single-Family,1980,3,3,1,3.1,8,2,2,True,2,Traditional,699000,22,Galleria,180,180,8/10/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
20895706,1511,Potomac,Houston,77057,Harris,Westhaven Estates,Single-Family,1999,4,3,1,3.1,8,1,3,False,2,Traditional,679900,22,Galleria,239,513,6/12/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
43604377,1632,Potomac,Houston,77057,Harris,Potomac Gardens Subdivision,Single-Family,2016,4,4,1,4.1,6,1,3,False,2,Other Style,849987,22,Galleria,84,170,11/14/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
34017288,1667,Yorktown,Houston,77056,Harris,Tanglewood,Single-Family,2020,5,5,3,5.3,5,0,2,False,4,Contemporary/Modern,5950000,22,Tanglewood Area,486,486,10/9/2019,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
54668520,1806,Potomac #D,Houston,77057,Harris,Westhaven Estates Sec 02,Single-Family,1983,3,2,1,2.1,8,3,2,False,2,Traditional,569900,22,Galleria,137,137,9/22/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
63139875,1807,Briarmead,Houston,77057,Harris,Briargrove Sec 4,Single-Family,1960,4,3,0,3.0,7,1,1,True,0,Traditional,899000,22,Briargrove,221,221,6/30/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
83639619,1814,Chimney Rock,Houston,77056,Harris,Briarcroft,Single-Family,1956,3,2,0,2.0,9,1,1,False,2,Ranch,599000,22,Galleria,116,116,10/13/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
59495541,1818,Nantucket,Houston,77057,Harris,Tanglewood Enclave,Single-Family,2014,3,3,1,3.1,8,2,3,False,2,Contemporary/Modern,1248000,22,Galleria,84,84,11/14/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
47154111,1903,Briarmead,Houston,77057,Harris,Briargrove Sec 4,Single-Family,1958,3,2,0,2.0,8,1,1,False,2,"Ranch, Traditional",799000,22,Briargrove,2,2,2/4/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
81742599,1919,Potomac,Houston,77057,Harris,West Haven Estates Sec 02,Single-Family,1967,6,4,0,4.0,6,2,2,True,0,Other Style,895000,22,Galleria,604,786,6/13/2019,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
72820044,2133,Bering,Houston,77057,Harris,Lexington Patio Homes,Single-Family,1995,4,3,1,3.1,13,1,2,False,2,Traditional,775000,22,Galleria,128,128,10/1/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
8478987,2210,Potomac #1,Houston,77057,Harris,Westhaven Estates,Single-Family,1994,3,4,1,4.1,7,2,2,False,2,"French, Traditional",815000,22,Galleria,10,10,1/27/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
14753120,2210,Potomac #2,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1994,4,3,1,3.1,14,1,3,False,2,"French, Traditional",847900,22,Galleria,81,81,11/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
64197796,2211,Augusta #7,Houston,77057,Harris,HARVARD SQUARE,Single-Family,1996,3,2,1,2.1,10,1,3,False,2,Traditional,699900,22,Galleria,94,94,11/4/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
67911457,2215,Potomac #B,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1997,4,3,1,3.1,12,1,3,False,2,"Mediterranean, Traditional",695000,22,Galleria,142,142,9/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
25996363,2215,Potomac #D,Houston,77057,Harris,Westhaven Estates,Single-Family,1997,3,2,1,2.1,7,1,2,False,2,Traditional,570000,22,Galleria,89,639,11/9/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
95729327,2219,Stoney Point,Houston,77056,Harris,Del Monte Sec 02,Single-Family,1953,3,3,1,3.1,9,1,1,True,1,"Ranch, Traditional",1020000,22,Galleria,58,58,12/10/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
43957367,2226,Potomac,Houston,77057,Harris,Westhaven Estates,Single-Family,2019,4,4,1,4.1,8,1,3,False,2,Other Style,1345000,22,Galleria,107,623,10/22/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
34933911,2302,Chimney Rock,Houston,77056,Harris,Briarcroft,Single-Family,1953,3,4,0,4.0,5,0,1,False,4,"Colonial, Contemporary/Modern, French",685000,22,Galleria,12,12,1/25/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
10848594,2325,Potomac,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1999,3,3,1,3.1,12,2,3,False,2,"Mediterranean, Traditional",699000,22,Galleria,58,279,7/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
49616925,2418,Potomac #B,Houston,77057,Harris,Westhaven Estates Sec 1,Single-Family,2019,3,3,1,3.1,8,2,3,False,2,Traditional,1075000,22,Galleria,124,1118,10/5/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
96493235,2418,Potomac #C,Houston,77057,Harris,Westhaven Estates,Single-Family,2018,4,4,2,4.2,9,1,3,False,2,"French, Traditional",1185000,22,Galleria,128,1119,10/1/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
66270166,2420,Nantucket #C,Houston,77057,Harris,Westhaven Estates,Single-Family,2002,3,4,1,4.1,14,2,3,False,2,Traditional,839000,22,Galleria,109,256,10/20/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
77935188,2438,Nantucket,Houston,77057,Harris,Westhaven Estates,Single-Family,2020,4,4,1,4.1,4,1,3,False,2,"Contemporary/Modern, French",875000,22,Galleria,40,237,12/28/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
79344725,2600,Nantucket #C,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1983,3,2,1,2.1,6,1,2,False,2,Traditional,369000,22,Galleria,3,116,2/3/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
3483628,2615,Stoney Brook,Houston,77063,Harris,Briarbend Sec 01,Single-Family,1956,3,2,0,2.0,8,0,1,True,1,Traditional,529000,22,Charnwood/Briarbend,149,149,9/10/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
75172496,2619,Stoney Brook,Houston,77063,Harris,Briarbend,Single-Family,1956,3,2,0,2.0,9,0,1,True,2,Traditional,449000,22,Charnwood/Briarbend,99,99,10/30/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
98502954,3279,Beverly Gardens Ct,Houston,77057,Harris,Beverly Hill Court,Single-Family,2007,3,3,1,3.1,8,1,3,False,2,"Contemporary/Modern, Traditional",375000,22,Galleria,142,261,9/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
86810708,4740,Post Oak Timber #44,Houston,77056,Harris,Post Oak Landing T/H,Single-Family,1994,3,3,1,3.1,7,1,3,False,2,Traditional,569000,22,Tanglewood Area,141,141,9/18/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
10013743,5016,Tangle,Houston,77056,Harris,Tangle Lane Estates,Single-Family,2014,4,4,1,4.1,16,2,3,True,2,Traditional,1895000,22,Tanglewood Area,26,212,1/11/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
19212744,5029,Tangle #A,Houston,77056,Harris,Tanglelane,Single-Family,1995,3,2,1,2.1,10,1,2,False,2,Georgian,629000,22,Tanglewood Area,154,154,8/28/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
58974837,5033,Longmont,Houston,77056,Harris,Tanglewood,Single-Family,1953,3,3,0,3.0,10,1,1,True,2,Traditional,1200000,22,Tanglewood Area,142,142,9/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
22829072,5099,Fieldwood,Houston,77056,Harris,Huisache Acres,Single-Family,1993,4,4,2,4.2,11,2,2,True,2,"Contemporary/Modern, Traditional",1650000,22,Tanglewood Area,23,64,1/14/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
84588824,5110,West Oak,Houston,77056,Harris,West Oaks,Single-Family,2003,3,3,1,3.1,11,1,3,True,3,"English, Traditional",2495000,22,Tanglewood Area,141,141,9/18/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
44613096,5111,Tangle,Houston,77056,Harris,Tanglelane,Single-Family,1997,4,4,1,4.1,6,3,3,False,2,Traditional,1295000,22,Tanglewood Area,5,551,2/1/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
60492410,5116,Tangle,Houston,77056,Harris,Tanglelane,Single-Family,1993,4,5,1,5.1,12,3,3,False,2,"French, Traditional",1625000,22,Tanglewood Area,2,2,2/4/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
36862015,5120,Longmont #4,Houston,77056,Harris,Gaut Pt Rep 1 Amd Place,Single-Family,2018,4,4,1,4.1,10,2,3,False,2,Traditional,2195000,22,Tanglewood Area,178,499,8/12/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
33396805,5122,Tangle,Houston,77056,Harris,Tangle Lane,Single-Family,1994,3,4,1,4.1,10,3,3,False,2,Traditional,1299000,22,Tanglewood Area,40,40,12/28/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
74962836,5124,Tangle,Houston,77056,Harris,TANGLELANE,Single-Family,1994,4,5,1,5.1,10,2,3,False,3,Traditional,1395000,22,Tanglewood Area,104,104,10/16/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
57671378,5125,Doliver,Houston,77056,Harris,Tanglewood Sec 01,Single-Family,1992,5,4,1,4.1,11,2,2,True,3,Traditional,2300000,22,Tanglewood Area,11,194,1/26/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
3834876,5129,Longmont,Houston,77056,Harris,Tanglewood,Single-Family,2001,5,5,2,5.2,19,2,2,True,3,Traditional,2299000,22,Tanglewood Area,187,187,8/3/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
29827083,5132,Huckleberry,Houston,77056,Harris,Briardale,Single-Family,2020,5,5,2,5.2,13,2,2,True,2,Mediterranean,2999990,22,Tanglewood Area,173,680,8/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
36165254,5156,Huckleberry,Houston,77056,Harris,Huckleberry Court,Single-Family,2001,5,5,1,5.1,12,1,2,True,2,"Contemporary/Modern, Mediterranean",1799000,22,Tanglewood Area,19,270,1/18/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
73657099,5167,Huckleberry,Houston,77056,Harris,Briardale,Single-Family,2004,4,4,1,4.1,6,2,1,False,0,Traditional,2380000,22,Tanglewood Area,2,2,2/4/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S
