mls,street_number,street_name,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
60647029,220,Marshall,Houston,77006,Harris,Westmoreland,Single-Family,1907,4,2,1,2.1,7,1,2,True,0,Victorian,679000,16,Montrose,171,171,8/19/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
45051937,239,Portland,Houston,77006,Harris,Cotswold Court Burns,Single-Family,1930,3,3,0,3.0,9,1,2,False,2,Traditional,799000,17,Rice/Museum District,142,142,9/17/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
36727895,609,Colquitt,Houston,77006,Harris,Lockhart Connor & Barziza,Single-Family,1925,4,3,1,3.1,13,1,2,False,2,Traditional,1050000,16,Montrose,63,63,12/5/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
95534058,1417,Blodgett,Houston,77004,Harris,Museum Terrace,Single-Family,2015,3,3,1,3.1,6,0,4,False,2,Contemporary/Modern,490000,17,Rice/Museum District,50,50,12/18/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
55366551,1434,Wichita,Houston,77004,Harris,Pawl Terrace,Single-Family,2006,3,3,1,3.1,6,0,3,False,0,Spanish,449990,17,Rice/Museum District,59,122,12/9/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
86469819,1523,Rosewood,Houston,77004,Harris,Catco Crawford Park,Single-Family,2008,3,3,1,3.1,7,1,4,False,2,"Contemporary/Modern, Split Level",379000,17,Rice/Museum District,37,189,12/31/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
63309798,1621,Wichita,Houston,77004,Harris,Wichita Jackson Twnhms,Single-Family,2008,3,3,1,3.1,7,1,3,False,2,"Contemporary/Modern, Other Style, Traditional",535000,17,Rice/Museum District,7,7,1/30/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
27087722,1716,Rosewood #C,Houston,77004,Harris,Almeda Place Pt Rep 5,Single-Family,2020,3,3,1,3.1,11,0,3,False,2,Contemporary/Modern,589000,17,Rice/Museum District,171,599,8/19/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
57230255,1803,Blodgett,Houston,77004,Harris,Blodgett,Single-Family,2020,3,3,1,3.1,6,1,3,False,2,Contemporary/Modern,469000,17,Rice/Museum District,114,114,10/15/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
85016338,1805,Blodgett,Houston,77004,Harris,Blodgett,Single-Family,2020,3,3,1,3.1,6,1,3,False,2,Contemporary/Modern,449900,17,Rice/Museum District,206,206,7/15/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
97269930,1815,Arbor,Houston,77004,Harris,Arbor Court Views,Single-Family,2020,4,2,1,2.1,4,0,2,False,2,Contemporary/Modern,499900,17,Rice/Museum District,78,78,11/20/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
28406857,1818,Rosewood,Houston,77004,Harris,Museum District Area,Single-Family,1938,3,2,1,2.1,10,1,2,False,2,Traditional,575000,17,Rice/Museum District,2,2,2/4/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
72275586,1821,Southmore,Houston,77004,Harris,Southmore Terrace Amd 01,Single-Family,2008,4,3,1,3.1,10,1,4,False,2,Contemporary/Modern,749990,17,Rice/Museum District,40,297,12/28/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
80632383,2004,Blodgett #A,Houston,77004,Harris,Maya Court Amd 01,Single-Family,2008,3,3,0,3.0,3,0,3,False,0,Contemporary/Modern,349900,17,Rice/Museum District,47,64,12/21/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
70415492,2019,Rosedale,Houston,77004,Harris,ZARROS,Single-Family,2013,4,4,1,4.1,7,0,4,False,2,Traditional,599000,17,Rice/Museum District,169,169,8/21/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
98482281,2021,Rosedale,Houston,77004,Harris,ZARROS,Single-Family,2013,4,4,1,4.1,7,0,4,False,2,Traditional,599000,17,Rice/Museum District,169,169,8/21/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
11725906,3405,Audubon,Houston,77006,Harris,Montrose,Single-Family,1920,2,1,0,1.0,7,1,1,False,2,Traditional,585000,16,Montrose,25,25,1/12/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
55433772,3900,Milam,Houston,77006,Harris,Bute,Single-Family,1912,5,5,4,5.4,5,5,2,False,0,Colonial,1795000,16,Montrose,75,75,11/23/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
35898517,4104,Greeley,Houston,77006,Harris,Lockhart Connor & Barziza,Single-Family,1920,4,4,1,4.1,8,2,2,False,2,Victorian,799000,16,Montrose,250,250,6/1/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
964027,4105,Montrose,Houston,77006,Harris,Montrose,Single-Family,1994,3,2,1,2.1,7,2,3,False,2,Traditional,719000,16,Montrose,4,4,2/2/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
98000882,4204,Stanford,Houston,77006,Harris,Lockhart Connor & Barziza,Single-Family,1927,3,2,0,2.0,3,0,1,False,0,Traditional,498000,16,Montrose,66,255,12/2/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
72933829,4308,Roseland,Houston,77006,Harris,Roseland Gardens,Single-Family,2006,3,2,1,2.1,6,1,2,False,2,Mediterranean,485000,16,Montrose,209,511,7/12/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
70697852,4411,Austin,Houston,77004,Harris,Kuon Place,Single-Family,2020,4,3,1,3.1,16,1,3,False,2,Contemporary/Modern,689000,17,Rice/Museum District,67,337,12/1/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
49580116,4514,Jackson,Houston,77004,Harris,Ruth Street Manor,Single-Family,2009,3,2,1,2.1,8,1,3,False,2,Contemporary/Modern,499900,17,Rice/Museum District,10,10,1/27/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
23549544,4711,Jackson,Houston,77004,Harris,Jackson Street Mews,Single-Family,2015,4,4,0,4.0,7,2,4,False,2,Contemporary/Modern,675000,17,Rice/Museum District,19,198,1/18/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
46916379,4714,Jackson,Houston,77004,Harris,WENTWORTH TERRACE,Single-Family,2014,3,3,1,3.1,6,0,4,False,2,Traditional,575000,17,Rice/Museum District,80,80,10/1/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
24353092,4717,Jackson #B,Houston,77004,Harris,Macgregors Blodgett Park,Single-Family,2015,3,3,2,3.2,7,1,4,False,2,Contemporary/Modern,749000,17,Rice/Museum District,170,170,8/20/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
26222190,4810,Austin #C,Houston,77004,Harris,Manors of Austin Green,Single-Family,2006,3,3,1,3.1,10,1,3,False,0,Contemporary/Modern,569000,17,Rice/Museum District,31,31,1/6/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
79077350,4811,Jackson,Houston,77004,Harris,Macgregor Blodgett Park Sec 03,Single-Family,2021,4,3,0,3.0,7,0,3,False,2,Contemporary/Modern,1850000,17,Rice/Museum District,352,2038,2/20/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
46264474,5003,Chenevert,Houston,77004,Harris,Museum District Towers,Single-Family,2020,4,3,1,3.1,6,0,3,False,2,"Contemporary/Modern, Traditional",649900,17,Rice/Museum District,57,150,12/11/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
23531986,5005,Chenevert,Houston,77004,Harris,Museum District Towers,Single-Family,2020,4,3,1,3.1,6,0,3,False,2,"Contemporary/Modern, Traditional",639900,17,Rice/Museum District,131,131,9/28/2020,HOUSTON ISD,MACGREGOR EL,LAMAR H S
14092267,5007,Chenevert,Houston,77004,Harris,Museum District Towers,Single-Family,2020,4,3,1,3.1,6,0,4,False,2,Contemporary/Modern,649999,17,Rice/Museum District,10,10,1/27/2021,HOUSTON ISD,MACGREGOR EL,LAMAR H S
58352062,1,Crestwood,Houston,77007,Harris,Crestwood Acres,Single-Family,1981,3,3,1,3.1,3,0,3,True,0,Contemporary/Modern,2499000,16,Memorial Park,120,120,10/9/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
91709657,11,Crestwood,Houston,77007,Harris,Crestwood Acres,Single-Family,2013,6,7,3,7.3,15,3,3,True,4,French,6490000,16,Memorial Park,4,123,2/2/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
31229225,26,Rains,Houston,77007,Harris,Sanctuary,Single-Family,2000,3,3,1,3.1,8,2,3,False,2,Traditional,2295000,16,Memorial Park,71,71,10/30/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
67237902,28,Terrace,Houston,77007,Harris,Arlington Terrace Sec 02,Single-Family,1991,4,3,1,3.1,4,3,2,False,0,Contemporary/Modern,1389000,16,Memorial Park,1,1,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
41308640,35,Terrace,Houston,77007,Harris,Arlington Terrace Sec 02,Single-Family,1991,3,2,1,2.1,7,1,2,False,2,Traditional,1050000,16,Memorial Park,33,33,1/4/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
70045003,63,Terrace,Houston,77007,Harris,Arlington Court,Single-Family,1994,4,4,1,4.1,11,2,3,False,0,Mediterranean,1449000,16,Memorial Park,59,59,12/9/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
35060684,112,Reinerman,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,False,2,Contemporary/Modern,707700,16,Rice Military/Washington Corridor,109,109,10/20/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
95841010,114,Reinerman,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,False,2,Contemporary/Modern,686700,16,Rice Military/Washington Corridor,109,109,10/20/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
30527121,123,Calle Catalina,Houston,77007,Harris,Caceres,Single-Family,2016,4,5,1,5.1,11,2,4,False,2,"Mediterranean, Spanish",1425000,16,Rice Military/Washington Corridor,23,23,1/14/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
56338962,124,Reinerman,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,False,2,Contemporary/Modern,649700,16,Rice Military/Washington Corridor,28,28,1/9/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
95753207,128,Detering #A,Houston,77007,Harris,Rice Military,Single-Family,2005,3,3,1,3.1,9,1,3,False,2,Traditional,495000,16,Rice Military/Washington Corridor,232,232,6/19/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
60936697,128,Reinerman,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,False,2,Contemporary/Modern,667700,16,Rice Military/Washington Corridor,109,157,10/20/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
55079914,130,Reinerman,Houston,77007,Harris,Reinerman Terrace,Single-Family,2020,3,3,1,3.1,13,0,4,False,2,Contemporary/Modern,699700,16,Rice Military/Washington Corridor,110,158,10/19/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
51623669,131,Calle Catalina,Houston,77007,Harris,Caceres,Single-Family,2007,3,3,1,3.1,13,2,3,True,2,"Mediterranean, Spanish",1279000,16,Rice Military/Washington Corridor,18,18,1/19/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
60781641,222,Knox #A,Houston,77007,Harris,Millennium Homes At Birdsall,Single-Family,2005,3,3,1,3.1,7,1,3,False,2,Traditional,459899,16,Rice Military/Washington Corridor,105,105,10/24/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
82622931,232,Knox #C,Houston,77007,Harris,Millennium Homes At Birdsall M,Single-Family,2003,3,3,1,3.1,6,1,3,False,0,Traditional,419000,16,Rice Military/Washington Corridor,2,2,2/4/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
39667620,234,Birdsall,Houston,77007,Harris,Rice Military,Single-Family,1998,3,2,1,2.1,5,1,2,False,0,Traditional,549000,16,Rice Military/Washington Corridor,27,27,1/10/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
37550789,246,Asbury,Houston,77007,Harris,Rice Military,Single-Family,2014,4,3,1,3.1,7,0,3,False,2,French,798800,16,Rice Military/Washington Corridor,80,80,11/18/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
40614191,246,Detering,Houston,77007,Harris,Detering Plaza,Single-Family,2006,3,3,1,3.1,6,1,3,False,2,"Other Style, Traditional",429000,16,Rice Military/Washington Corridor,2,2,2/4/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
87159467,305,Birdsall,Houston,77007,Harris,Rice Military,Single-Family,2010,3,3,1,3.1,7,1,3,False,0,Traditional,785000,16,Rice Military/Washington Corridor,1,90,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
45570897,306,Asbury,Houston,77007,Harris,Rice Military,Single-Family,2021,3,3,2,3.2,10,1,3,False,2,Mediterranean,969800,16,Rice Military/Washington Corridor,191,191,7/30/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
66745770,307,Bethje,Houston,77007,Harris,Bercons Dickson Street Enclav,Single-Family,2011,3,3,1,3.1,3,0,3,False,2,Mediterranean,499000,16,Rice Military/Washington Corridor,75,75,11/23/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
75254057,323,Terrace,Houston,77007,Harris,Glen Cove Sec 02,Single-Family,1999,4,5,2,5.2,16,2,2,True,3,Other Style,3750000,16,Memorial Park,143,143,9/16/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
43410935,407,Reinicke,Houston,77007,Harris,Rice Military,Single-Family,2004,3,3,1,3.1,11,1,3,False,2,Traditional,609000,16,Rice Military/Washington Corridor,110,137,10/19/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
8861977,412,Crestwood,Houston,77007,Harris,CRESTWOOD,Single-Family,1994,5,6,2,6.2,12,2,2,True,5,Mediterranean,3200000,16,Memorial Park,82,82,11/16/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
15080548,523,Terrace,Houston,77007,Harris,Glen Cove Sec 03,Single-Family,2007,3,3,2,3.2,9,1,2,True,2,Mediterranean,1400000,16,Memorial Park,64,271,12/4/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
66998966,609,Malone,Houston,77007,Harris,Rice Military,Single-Family,2018,3,3,2,3.2,8,0,4,False,2,Contemporary/Modern,925000,16,Rice Military/Washington Corridor,221,863,6/30/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
57720754,620,Roy,Houston,77007,Harris,Rice Military,Single-Family,2019,3,3,2,3.2,5,0,4,False,2,Contemporary/Modern,699999,16,Rice Military/Washington Corridor,40,99,12/28/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
42945132,708,Asbury,Houston,77007,Harris,Rice Military,Single-Family,2012,3,3,2,3.2,8,1,3,False,2,"Mediterranean, Traditional",794995,16,Rice Military/Washington Corridor,93,93,11/5/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
7386502,713,Malone,Houston,77007,Harris,Park Villas/Rose,Single-Family,2012,3,3,0,3.0,15,0,3,False,2,Mediterranean,595000,16,Rice Military/Washington Corridor,9,9,1/28/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
15208287,804,Malone,Houston,77007,Harris,Malone Square,Single-Family,2002,4,3,1,3.1,9,1,3,False,2,Traditional,468000,16,Rice Military/Washington Corridor,124,124,10/5/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
67421666,806,Detering,Houston,77007,Harris,Detering Park,Single-Family,2020,3,3,1,3.1,11,0,3,False,2,"Contemporary/Modern, Other Style, Traditional",625000,16,Rice Military/Washington Corridor,8,8,1/29/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
41845372,816,Knox,Houston,77007,Harris,KNOX GROVE,Single-Family,2018,4,3,1,3.1,9,0,3,False,2,Contemporary/Modern,875000,16,Rice Military/Washington Corridor,50,50,12/18/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
71074850,902,Knox,Houston,77007,Harris,897-903 Knox Th,Single-Family,1925,2,1,0,1.0,2,0,1,False,0,Other Style,650000,16,Rice Military/Washington Corridor,147,147,9/12/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
65985170,905,Malone #B,Houston,77007,Harris,Rice Military Add D,Single-Family,2004,3,3,1,3.1,6,1,3,True,2,Contemporary/Modern,625000,16,Rice Military/Washington Corridor,86,86,11/12/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
33627021,907,Malone,Houston,77007,Harris,Rice Military,Single-Family,2005,3,3,1,3.1,10,1,2,True,2,Contemporary/Modern,1150000,16,Rice Military/Washington Corridor,8,8,1/29/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
69884397,916,Detering,Houston,77007,Harris,Rice Military,Single-Family,2004,3,3,1,3.1,15,1,3,False,2,Traditional,465000,16,Rice Military/Washington Corridor,3,3,2/3/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
37998411,1303,Birdsall,Houston,77007,Harris,Woodcrest,Single-Family,1932,3,1,0,1.0,3,1,1,False,0,Traditional,500000,16,Rice Military/Washington Corridor,83,83,11/15/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
77516577,1309,Birdsall,Houston,77007,Harris,Sarahs Lndg,Single-Family,2006,3,3,1,3.1,3,1,3,False,2,Contemporary/Modern,449000,16,Rice Military/Washington Corridor,16,16,1/21/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
19513619,1309,Malone,Houston,77007,Harris,Woodcrest,Single-Family,2014,3,3,1,3.1,8,1,3,False,2,Contemporary/Modern,699888,16,Rice Military/Washington Corridor,75,75,11/23/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
76715356,1320,Vassar,Houston,77006,Harris,Vassar Place R/P,Single-Family,2021,5,4,0,4.0,6,0,2,False,2,Traditional,1799000,16,Upper Kirby,61,214,12/7/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
6482680,1412,Asbury,Houston,77007,Harris,Woodcrest Add,Single-Family,2005,3,2,1,2.1,8,0,2,False,2,Contemporary/Modern,417500,16,Rice Military/Washington Corridor,25,131,1/12/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
98086754,1416,Asbury,Houston,77007,Harris,Woodcrest Add,Single-Family,2005,3,2,1,2.1,7,0,2,False,0,Mediterranean,410000,16,Rice Military/Washington Corridor,29,128,1/8/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
73826640,1506,Malone,Houston,77007,Harris,Rice Military,Single-Family,2019,3,2,1,2.1,9,0,2,False,2,Traditional,549000,16,Rice Military/Washington Corridor,9,9,1/28/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
82593390,1724,Mcdonald,Houston,77007,Harris,Mcdonald Place,Single-Family,2008,3,3,1,3.1,6,0,3,False,0,Traditional,535000,16,Rice Military/Washington Corridor,3,3,2/3/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
8735419,2732,Suffolk,Houston,77027,Harris,Highland Village,Single-Family,1950,3,1,0,1.0,3,0,1,False,0,"Ranch, Traditional",680000,16,Highland Village/Midlane,77,77,11/21/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
41189547,2934,Suffolk,Houston,77027,Harris,Highland Village,Single-Family,1950,2,1,0,1.0,8,0,1,False,0,"Ranch, Traditional",949600,16,Highland Village/Midlane,1,1,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
97687249,4014,Alabama,Houston,77027,Harris,Highland Village,Single-Family,2020,5,5,2,5.2,13,3,2,False,2,Contemporary/Modern,2299990,16,Highland Village/Midlane,240,240,6/8/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
50835774,4018,Alabama,Houston,77027,Harris,Highland Village,Single-Family,2020,5,5,1,5.1,11,1,2,False,0,Contemporary/Modern,2299990,16,Highland Village/Midlane,48,205,12/20/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
68513391,5006,Rose,Houston,77007,Harris,Rice Military Point,Single-Family,2014,3,3,1,3.1,8,0,4,False,3,Traditional,515000,16,Rice Military/Washington Corridor,5,5,2/1/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
11958900,5115,Nett,Houston,77007,Harris,Brunner,Single-Family,1948,2,1,0,1.0,2,0,1,False,0,Contemporary/Modern,375000,16,Rice Military/Washington Corridor,127,127,8/27/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
16307473,5116,Blossom,Houston,77007,Harris,Rice Military,Single-Family,2021,3,2,1,2.1,12,0,2,False,0,Contemporary/Modern,689990,16,Rice Military/Washington Corridor,1,496,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
34763890,5203,Gibson,Houston,77007,Harris,Austin Lee,Single-Family,1993,5,3,2,3.2,12,1,3,False,3,Contemporary/Modern,1400000,16,Rice Military/Washington Corridor,17,17,1/20/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
73774669,5204,Nett #C,Houston,77007,Harris,Nett Sys,Single-Family,2005,3,3,1,3.1,11,1,3,False,2,Traditional,418000,16,Rice Military/Washington Corridor,15,164,1/22/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
59719659,5205,Lillian,Houston,77007,Harris,Waterhill Homes on Lillian,Single-Family,2004,3,3,1,3.1,6,1,3,False,2,"Contemporary/Modern, Traditional",515000,16,Rice Military/Washington Corridor,15,155,1/22/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
26585380,5206,Chandler,Houston,77007,Harris,Rice Military,Single-Family,2020,4,3,1,3.1,10,0,3,False,2,Traditional,641000,16,Rice Military/Washington Corridor,17,537,1/20/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
95056976,5212,Washington,Houston,77007,Harris,Washington Square,Single-Family,2004,3,2,0,2.0,8,0,2,False,2,Mediterranean,362550,16,Rice Military/Washington Corridor,14,14,1/23/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
63521818,5213,Blossom,Houston,77007,Harris,Rice Military,Single-Family,1999,3,2,2,2.2,8,1,3,False,2,Contemporary/Modern,549950,16,Rice Military/Washington Corridor,32,32,1/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
56867543,5215,INKER,Houston,77007,Harris,COTTAGE GROVE,Single-Family,2021,3,2,1,2.1,11,0,2,False,2,"Contemporary/Modern, Traditional",509900,16,Rice Military/Washington Corridor,12,89,1/25/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
76389016,5222,Washington,Houston,77007,Harris,Washington Square,Single-Family,2004,3,2,0,2.0,9,0,2,False,2,"Mediterranean, Traditional",339000,16,Rice Military/Washington Corridor,157,157,8/28/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
42340163,5227,Eigel,Houston,77007,Harris,Cottage Grove Sec 01,Single-Family,1956,2,3,0,3.0,7,0,2,False,0,Traditional,495000,16,Rice Military/Washington Corridor,4,297,2/2/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
77400996,5227,Feagan,Houston,77007,Harris,Rice Military,Single-Family,2012,3,3,1,3.1,8,1,3,False,2,Mediterranean,1149000,16,Rice Military/Washington Corridor,84,84,11/14/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
60816478,5306,Nolda #C,Houston,77007,Harris,Rice Military,Single-Family,2005,3,3,1,3.1,7,1,3,False,2,Traditional,365000,16,Rice Military/Washington Corridor,1,1,2/5/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
95692087,5306,Paseo Caceres,Houston,77007,Harris,Caceres Pt Rep 2,Single-Family,2021,3,3,1,3.1,8,1,4,False,2,Mediterranean,1220000,16,Rice Military/Washington Corridor,83,204,11/15/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
16632508,5315,Lillian,Houston,77007,Harris,Millennium Lofts/Pk,Single-Family,2005,3,3,1,3.1,6,1,3,False,2,Contemporary/Modern,415000,16,Rice Military/Washington Corridor,22,22,1/15/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
63211910,5321,Inker,Houston,77007,Harris,Cottage Grove Add,Single-Family,2010,3,3,1,3.1,7,1,3,False,2,Traditional,550000,16,Rice Military/Washington Corridor,101,101,10/28/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
16775075,5322,Blossom,Houston,77007,Harris,RICE MILITARY,Single-Family,1999,3,2,1,2.1,9,1,2,False,2,Traditional,512500,16,Rice Military/Washington Corridor,57,57,12/11/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
43183689,5323,Gibson,Houston,77007,Harris,Garden Homes/Pk Sec 01,Single-Family,2012,3,3,1,3.1,8,0,2,False,2,Traditional,554000,16,Rice Military/Washington Corridor,55,238,12/13/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
22987504,5328,Chandler,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,4,1,3,False,2,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,53,53,12/15/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
77502030,5330,Chandler,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,4,1,3,False,0,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,53,53,12/15/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
17305171,5341,Nolda #B,Houston,77007,Harris,Tc Jester Court,Single-Family,2008,3,3,0,3.0,7,0,3,False,0,Traditional,462500,16,Rice Military/Washington Corridor,67,67,12/1/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
15909868,5342,Chandler,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,5,1,3,False,3,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,57,57,12/11/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
91835479,5403,Feagan,Houston,77007,Harris,Park Villas/Rose,Single-Family,2010,3,3,1,3.1,7,1,4,False,2,Mediterranean,669000,16,Rice Military/Washington Corridor,50,50,12/18/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
22441580,5404,Feagan,Houston,77007,Harris,Feagan Detering Crossing,Single-Family,2020,3,3,1,3.1,7,1,4,False,2,Contemporary/Modern,719000,16,Rice Military/Washington Corridor,25,268,1/12/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
85305072,5414,Crooms,Houston,77007,Harris,Rice Military,Single-Family,2015,4,3,1,3.1,9,1,3,False,2,Contemporary/Modern,709900,16,Rice Military/Washington Corridor,21,21,1/16/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
6842063,5422,FLOYD,Houston,77007,Harris,FLOYD STREET GROVE,Single-Family,2021,3,2,1,2.1,11,0,2,False,2,"Contemporary/Modern, Traditional",609900,16,Rice Military/Washington Corridor,12,52,1/25/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
85960358,5424,FLOYD,Houston,77007,Harris,FLOYD STREET GROVE,Single-Family,2021,3,2,1,2.1,11,0,2,False,2,"Contemporary/Modern, Traditional",609900,16,Rice Military/Washington Corridor,12,47,1/25/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S
23267723,5440,Chandler,Houston,77007,Harris,Alys Park,Single-Family,2020,3,3,1,3.1,3,1,3,False,0,"Contemporary/Modern, Traditional",799000,16,Rice Military/Washington Corridor,56,56,12/12/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S
